ano,co_item,area,texto,difficulty_score,n_palavras,media_palavras_por_sentenca,pct_palavras_longas,n_conectivos_logicos,tem_negacao,tem_formula_ou_numero,tem_imagem,area_linguagens,area_humanas,area_natureza,area_matematica
2020,21377,LC,"*020525AM22*
MT - 2° dia | Caderno 5 - AMARELO - Página 22
Questão 150        
A caixa-d’água de um edifício terá a forma de um 
paralelepípedo retângulo reto com volume igual a 
28 080 litros. Em uma maquete que representa o edifício, 
a caixa-d’água tem dimensões 2 cm × 3,51 cm × 4 cm.
Dado: 1 dm³ = 1 L.
A escala usada pelo arquiteto foi
A	 1 : 10
B 	 1 : 100
C	 1 : 1 000
D 	 1 : 10 000
E 	 1 : 100 000
Questão 151        
Os gráficos representam a produção de peças em 
uma indústria e as horas trabalhadas dos funcionários 
no período de cinco dias. Em cada dia, o gerente 
de produção aplica uma metodologia diferente de 
trabalho. Seu objetivo é avaliar a metodologia mais 
eficiente para utilizá-la como modelo nos próximos 
períodos. Sabe-se que, neste caso, quanto maior 
for a razão entre o número de peças produzidas e o 
número de horas trabalhadas, maior será a eficiência 
da metodologia.
Em qual dia foi aplicada a metodologia mais eficiente?
A	 1
B 	 2
C 	 3
D 	 4
E 	 5
Questão 152        
O proprietário de um apartamento decidiu instalar 
porcelanato no piso da sala. Essa sala tem formato 
retangular com 3,2 m de largura e 3,6 m de comprimento. 
As peças do porcelanato têm formato de um quadrado 
com lado medindo 80 cm. Esse porcelanato é vendido em 
dois tipos de caixas, com os preços indicados a seguir.
•	 Caixas do tipo A: 4 unidades de piso, R$ 35,00;
•	 Caixas do tipo B: 3 unidades de piso, R$ 27,00.
Na instalação do porcelanato, as peças podem ser 
recortadas e devem ser assentadas sem espaçamento 
entre elas, aproveitando-se ao máximo os recortes 
feitos.
A compra que atende às necessidades do proprietário, 
proporciona a menor sobra de pisos e resulta no menor 
preço é
A  5 caixas do tipo A.
B  1 caixa do tipo A e 4 caixas do tipo B.
C  3 caixas do tipo A e 2 caixas do tipo B.
D  5 caixas do tipo A e 1 caixa do tipo B.
E  6 caixas do tipo B.
Questão 153        
Um hotel de 3 andares está sendo construído. Cada 
andar terá 100 quartos. Os quartos serão numerados de 
100 a 399 e cada um terá seu número afixado à porta. 
Cada número será composto por peças individuais, cada 
uma simbolizando um único algarismo.
Qual a quantidade mínima de peças, simbolizando o 
algarismo 2, necessárias para identificar o número de 
todos os quartos?
A  160
B  157
C  130
D  120
E   60

MT - 2° dia | Caderno 5 - AMARELO - Página 23
*020525AM23*
Questão 154                
O fenômeno das manifestações populares de massa traz à discussão como estimar o número de pessoas 
presentes nesse tipo de evento. Uma metodologia usada é: no momento do ápice do evento, é feita uma foto aérea 
da via pública principal na área ocupada, bem como das vias afl uentes que apresentem aglomerações de pessoas 
que acessam a via principal. A foto é sobreposta por um mapa virtual das vias, ambos na mesma escala, fazendo-se 
um esboço geométrico da situação. Em seguida, subdivide-se o espaço total em trechos, quantifi cando a densidade, 
da seguinte forma:
• 4 pessoas por metro quadrado, se elas estiverem andando em uma mesma direção;
• 5 pessoas por metro quadrado, se elas estiverem se movimentando sem deixar o local;
• 6 pessoas por metro quadrado, se elas estiverem paradas.
É feito, então, o cálculo do total de pessoas, considerando os diversos trechos, e desconta-se daí 1 000 pessoas 
para cada carro de som fotografado.
Com essa metodologia, procederam-se aos cálculos para estimar o número de participantes na manifestação cujo 
esboço geométrico é dado na fi gura. Há três trechos na via principal: MN, NO e OP, e um trecho numa via afl uente 
da principal: QR .
Legenda:
30 m
100 m
100 m
300 m
200 m
Via
principal
M
N
R
O
P
Q
30 m
Andando em uma
mesma direção
ou
Movimentando sem
deixar o local
Parado
Carro de som
Obs.: a figura não está em escala (considere as medidas dadas).
Segundo a metodologia descrita, o número estimado de pessoas presentes a essa manifestação foi igual a
A  110 000.
B  104 000.
C  93 000.
D  92 000.
E  87 000.

*020525AM24*
MT - 2° dia | Caderno 5 - AMARELO - Página 24
Questão 155        
A Pesquisa Nacional por Amostra de Domicílios 
(Pnad) é uma pesquisa feita anualmente pelo IBGE, 
exceto nos anos em que há Censo. Em um ano, foram 
entrevistados 363 mil jovens para fazer um levantamento 
sobre suas atividades profissionais e/ou acadêmicas. Os 
resultados da pesquisa estão indicados no gráfico.
21,6
13,6
45,2
19,6
Jovens em atividade entre 15 e 29 anos (%)
Somente estuda
Trabalha e estuda
Somente
trabalha
Não trabalha
nem estuda
Disponível em: http://noticias.uol.com.br. Acesso em: 20 ago. 2014.
De acordo com as informações dadas, o número de 
jovens entrevistados que trabalha é
A 	 114 708.
B 	 164 076.
C 	 213 444.
D 	 284 592.
E 	 291 582.
Questão 156        
A Lei de Zipf, batizada com o nome do linguista 
americano George Zipf, é uma lei empírica que 
relaciona a frequência ( f )  de uma palavra em um 
dado texto com o seu ranking (r). Ela é dada por
f = A
r B
.
O ranking da palavra é a sua posição ao ordenar as 
palavras por ordem de frequência. Ou seja, r = 1 para a 
palavra mais frequente, r = 2 para a segunda palavra mais 
frequente e assim sucessivamente. A e B são constantes 
positivas.
Diponível em: http://klein.sbm.org.br. Acesso em: 12 ago. 2020 (adatpado).
Com base nos valores de X = log (r) e Y = log ( f ) , é 
possível estimar valores para A e B.
No caso hipotético em que a lei é verificada exatamente, 
a relação entre Y e X é
A  Y = log A −B X  
B  Y =
log A
X + log B
	
 
C  Y =
A
B
−X
log
D  Y =
A
B X
log
E  Y =
A
X B
log
Questão 157        
Enquanto um ser está vivo, a quantidade de carbono 
14 nele existente não se altera. Quando ele morre, essa 
quantidade vai diminuindo. Sabe-se que a meia-vida do 
carbono 14 é de 5 730 anos, ou seja, num fóssil de um 
organismo que morreu há 5 730 anos haverá metade do 
carbono 14 que existia quando ele estava vivo. Assim, 
cientistas e arqueólogos usam a seguinte fórmula para 
saber a idade de um fóssil encontrado: Q t = Q0 ∙2
−
t
5730
em que t é o tempo, medido em ano, Q t  é a quantidade 
de carbono 14 medida no instante t e Q0 é a quantidade 
de carbono 14 no ser vivo correspondente.
Um grupo de arqueólogos, numa de suas expedições, 
encontrou 5 fósseis de espécies conhecidas e mediram 
a quantidade de carbono 14 neles existente. Na tabela 
temos esses valores juntamente com a quantidade de 
carbono 14 nas referidas espécies vivas.
Fóssil
Q0
Q(t)",0.864187,1188.0,18.28,0.1221,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
2020,23296,LC,,0.712482,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2020,24338,MT,,0.873772,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,29531,MT,,0.935854,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,30344,MT,,0.7005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,30462,MT,,0.8982,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,30842,LC,,0.995728,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2020,31244,CN,,0.75466,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,32400,LC,E  1,0.859055,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2020,32975,MT,,0.965831,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,33271,LC,,0.373999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2020,35684,LC,,0.549713,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2020,35686,CH,"Perfume V
32%
Perfume IV
29%
Perfume III
16%
Perfume I
13%
Perfume II
10%
Porcentagem da quantidade vendida de
cada perfume
Dados a chegada do final de ano e o aumento das 
vendas, a gerência pretende aumentar a quantidade 
estocada do perfume do tipo que gerou a maior 
arrecadação em espécie, em real, no mês de novembro.
Nessas condições, qual o tipo de perfume que deverá ter 
maior reposição no estoque?
A 	 I
B 	 II
C	 III
D	 IV
E 	 V

*020525AM28*
MT - 2° dia | Caderno 5 - AMARELO - Página 28
Questão 168        
Uma loja de materiais de construção vende dois tipos de 
caixas-d’água: tipo A e tipo B. Ambas têm formato cilíndrico e 
possuem o mesmo volume, e a altura da caixa-d’água do 
tipo B é igual a 25% da altura da caixa-d’água do tipo A.
Se R denota o raio da caixa-d’água do tipo A, então o raio 
da caixa-d’água do tipo B é
A  R",0.81785,162.0,32.4,0.0988,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2020,37286,MT,,0.828808,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,37990,MT,,0.872428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,38012,CN,,0.8157,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,38675,CH,Antônio,0.687664,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2020,40151,CN,"  
D  1",0.828017,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,41676,MT,,0.833181,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,42444,CH,,0.842118,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2020,43031,MT,,0.86372,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,43978,CH,,0.792179,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2020,44328,LC,Sexta-feira,0.505897,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2020,45217,CH,,0.774535,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2020,46932,CH,,0.829485,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2020,48864,MT,,0.964389,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,49630,MT,,0.759878,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,49782,MT,,0.699179,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,49826,CN,,0.688288,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,49867,CN,,0.870801,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,52618,LC,,0.633126,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2020,53548,CN,,0.978124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,54896,LC,,0.839898,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2020,55387,MT,,0.792536,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,55948,CN,,0.531847,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,59546,MT,,0.651234,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,59913,CN,,0.817962,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,59955,LC,E,0.575926,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2020,60072,CN,,0.748762,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,60666,MT,,0.924595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,60777,LC,,0.775216,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2020,62053,LC,"Questão 178        
Azulejo designa peça de cerâmica vitrificada e/ou 
esmaltada usada, sobretudo, no revestimento de paredes. A 
origem das técnicas de fabricação de azulejos é oriental, mas 
sua expansão pela Europa traz consigo uma diversificação 
de estilos, padrões e usos, que podem ser decorativos, 
utilitários e arquitetônicos.
Disponível em: www.itaucultural.org.br. Acesso em: 31 jul. 2012.
Azulejos no formato de octógonos regulares serão 
utilizados para cobrir um painel retangular conforme 
ilustrado na figura.
Entre os octógonos e na borda lateral dessa área, 
será necessária a colocação de 15 azulejos de outros 
formatos para preencher os 15 espaços em branco do 
painel. Uma loja oferece azulejos nos seguintes formatos:
1 – Triângulo retângulo isósceles;
2 – Triângulo equilátero;
3 – Quadrado.
Os azulejos necessários para o devido preenchimento 
das áreas em branco desse painel são os de formato
A  1.
B  3.
C  1 e 2.
D  1 e 3.
E  2 e 3.

*020525AM31*
MT - 2° dia | Caderno 5 - AMARELO - Página 31
Questão 179        
No período de fi m de ano, o síndico de um condomínio 
resolveu colocar, em um poste, uma iluminação natalina 
em formato de cone, lembrando uma árvore de Natal, 
conforme as fi guras 1 e 2.
Poste
Figura 2
Figura 1
h = 3 m
c
A árvore deverá ser feita colocando-se mangueiras 
de iluminação, consideradas segmentos de reta de 
mesmo comprimento, a partir de um ponto situado a 3 m 
de altura no poste até um ponto de uma circunferência de 
fi xação, no chão, de tal forma que esta fi que dividida em 
20 arcos iguais. O poste está fi xado no ponto C (centro 
da circunferência) perpendicularmente ao plano do chão.
Para economizar, ele utilizará mangueiras de 
iluminação aproveitadas de anos anteriores, que juntas 
totalizaram pouco mais de 100 m de comprimento, dos 
quais ele decide usar exatamente 100 m e deixar o 
restante como reserva.
Para que ele atinja seu objetivo, o raio, em metro, da 
circunferência deverá ser de
A  4,00.
B 4,87.
C 5,00.
D  5,83.
E 6,26.
Questão 180        
Pergolado é o nome que se dá a um tipo de cobertura 
projetada por arquitetos, comumente em praças e jardins, 
para criar um ambiente para pessoas ou plantas, no qual 
há uma quebra da quantidade de luz, dependendo da 
posição do sol. É feito como um estrado de vigas iguais, 
postas paralelas e perfeitamente em fi la, como ilustra a 
fi gura.
30 cm
30 cm
Um arquiteto projeta um pergolado com vãos de 
30 cm de distância entre suas vigas, de modo que, no 
solstício de verão, a trajetória do sol durante o dia seja 
realizada num plano perpendicular à direção das vigas, 
e que o sol da tarde, no momento em que seus raios 
fi zerem 30° com a posição a pino, gere a metade da luz 
que passa no pergolado ao meio-dia.
Para atender à proposta do projeto elaborado pelo 
arquiteto, as vigas do pergolado devem ser construídas 
de maneira que a altura, em centímetro, seja a mais 
próxima possível de
A 9.
B  15.
C  26.
D  52.
E  60.

*020525AM32*
2° dia | Caderno 5 - AMARELO - Página 32",0.667318,528.0,17.03,0.1496,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2020,62498,MT,,0.791528,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,62745,CN,,0.825535,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,63324,MT,,0.909771,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,63343,CH,,0.866965,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2020,63448,LC,,0.778819,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2020,63901,MT,,0.953456,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,64056,LC,C  1,0.458267,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2020,66641,LC,,0.611005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2020,76371,CN,,0.845464,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,76967,LC,,0.470365,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2020,77477,MT,,0.710086,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,77782,CN,,0.693431,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,78655,CN,,0.722637,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,79124,CN,,0.481141,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,79139,CN,,0.868028,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,81964,CN,,0.849461,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,82243,CN,,0.938388,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,82708,CN,,0.831149,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,82724,MT,,0.478633,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,83046,CN,,0.764844,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,83584,CN,,0.616583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,83638,MT,,0.76031,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,83684,CN,,0.759635,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,83753,MT,,0.944255,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,84057,CN,,0.652993,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,84063,CN,,0.783157,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,84184,CN,,0.652655,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,84253,MT,,0.943896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,84269,CH,,0.830544,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2020,84295,LC,D,0.518626,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2020,84333,CH,,0.438646,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2020,84444,CN,,0.795309,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,85053,MT,,0.75198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,85224,MT,,0.911419,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,85290,CH,D,0.907666,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2020,85606,CN,,0.844839,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,85793,MT,,0.887522,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,85886,CH,,0.778818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2020,85945,MT,,0.832453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,86091,LC,Quinta-feira,0.748427,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2020,86186,LC,,0.772791,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2020,86282,MT,,0.941414,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,86803,MT,,0.746817,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,87040,CH,,0.522303,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2020,87216,CH,E,0.745102,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2020,87642,CN,,0.720385,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,87675,CN,,0.721228,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,87690,CN,,0.580386,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,87702,CN,,0.865075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,87999,CH,,0.850397,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2020,88028,MT,,0.608423,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,88041,CH,Gustavo,0.741001,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2020,88307,CH,,0.490431,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2020,89327,LC,Quarta-feira,0.939711,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2020,89494,CN,,0.932733,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,89808,CH,,0.676795,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2020,89906,LC,,0.399339,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2020,90016,CN,,0.906266,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,95418,CH,,0.736679,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2020,95441,CN,,0.65111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2020,95904,CH,Roberto,0.816444,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
