id,ano,area,escolhido,label,acertou,conf_logprob,conf_verbal,verbal_motivo,verbal_raw,conf_ptrue,ptrue_metodo
questao_152,2022,MT,C,A,False,0.577088,,sem_numero,**Justificativa:** **Resposta:** **Confiança:** [,,ausente
questao_153,2022,MT,C,A,False,0.893538,,sem_numero,**Explicação:** O problema é que o valor que a cliente calcul,,ausente
questao_154,2022,MT,C,A,False,0.631802,0.95,ok,95 **Explicação:** O cálculo do dividend yield (dividend,,ausente
questao_158,2022,MT,A,C,False,0.553726,0.9,ok,``` 90 ``` ``` 90 ``` ```,,ausente
questao_159,2022,MT,A,B,False,0.577711,0.03,ok,_________ **Análise da resposta A) T3 R T4,,ausente
questao_160,2022,MT,A,C,False,0.417477,0.0,ok,0-20 10-30 30-4,0.000357,sim_dist
questao_161,2022,MT,C,C,True,0.94497,,sem_numero,____ **Explicação:** O volume de um cone circular reto é dado,,ausente
questao_162,2022,MT,C,C,True,0.873487,,sem_numero,"____ **Explicação:** O Caged, que é o principal banco",0.001283,sim_dist
questao_163,2022,MT,C,B,False,0.442881,0.09,ok,____ Vamos analisar o problema. Um prédio tem 9 andares e,,ausente
questao_164,2022,MT,A,C,False,0.888751,0.3,ok,"____ **Justificativa:** A resposta ""A) 30",,ausente
questao_166,2022,MT,A,D,False,0.661436,1.0,ok,100 **Explicação:** A Lei de Stefan-Boltzmann,,ausente
questao_167,2022,MT,C,B,False,0.675424,,sem_numero,____ **Justificativa:** A mediana é o valor que separa a,,ausente
questao_169,2022,MT,C,E,False,0.862269,0.06,ok,____ **Explicação:** O pacote especial tem 6 00,,ausente
questao_170,2022,MT,C,E,False,0.584849,,sem_numero,____ **Explicação:** Vamos analisar o problema. O corredor treina,,ausente
questao_171,2022,MT,C,C,True,0.552445,0.95,ok,95 Justificativa: A equipe de marketing considerou que,,ausente
questao_172,2022,MT,C,B,False,0.877157,1.0,ok,100 **Justificativa:** A montadora oferece,,ausente
questao_173,2022,MT,C,D,False,0.699616,0.95,ok,95 **Explicação:** O casal deseja recarregar o,,ausente
questao_174,2022,MT,A,C,False,0.869049,1.0,ok,100,,ausente
questao_175,2022,MT,C,A,False,0.710894,0.01,ok,____ **Explicação:** O refrigerador tem altura máxima de 1,,ausente
questao_176,2022,MT,C,B,False,0.972147,,sem_numero,____ **Explicação:** Vamos analisar o número de dias necessários para o,0.001349,sim_dist
questao_179,2022,MT,C,C,True,0.950184,1.0,ok,100 **Resposta:** 100 **Explicação,0.000591,sim_dist
questao_01,2023,LC,C,B,False,0.99049,,sem_numero,"____ **Explicação:** A frase ""No man is an island""",,ausente
questao_02,2023,LC,D,D,True,0.978829,1.0,ok,"100 **Justificativa:** A resposta ""D""",,ausente
questao_05,2023,LC,A,A,True,0.979235,,sem_numero,____ **Justificativa:** A resposta A) convergência linguístico,,ausente
questao_06,2023,LC,A,A,True,0.984084,1.0,ok,100 Justificativa: A resposta A) metáfor,,ausente
questao_08,2023,LC,B,E,False,0.49301,1.0,ok,"100 **Justificativa:** A resposta B) """,,ausente
questao_09,2023,LC,C,C,True,0.783625,1.0,ok,100 Justificativa: A resposta C) é a,,ausente
questao_10,2023,LC,C,B,False,0.979662,1.0,ok,100 Justificativa: A resposta C) é a,,ausente
questao_11,2023,LC,E,B,False,0.607346,1.0,ok,"100 **Justificativa:** A resposta ""E""",,ausente
questao_12,2023,LC,A,E,False,0.531656,,sem_numero,"____ **Justificativa:** A resposta ""A) diferença entre homens",,ausente
questao_13,2023,LC,A,A,True,0.993589,1.0,ok,"100 Justificativa: A resposta ""A"" está corre",,ausente
questao_14,2023,LC,A,A,True,0.995993,1.0,ok,"100 Justificativa: A resposta ""A"" é a",,ausente
questao_15,2023,LC,B,C,False,0.663156,1.0,ok,100 Justificativa: A resposta B) é a,,ausente
questao_16,2023,LC,A,A,True,0.99363,1.0,ok,"100 Justificativa: A resposta A) ""fus",,ausente
questao_17,2023,LC,A,A,True,0.979348,1.0,ok,"100 Justificativa: A resposta A) ""inter",,ausente
questao_20,2023,LC,C,E,False,0.995935,1.0,ok,100 **Justificativa:** A resposta C é a,,ausente
questao_21,2023,LC,A,A,True,0.898566,1.0,ok,"100 Justificativa: A resposta A) ""cult",,ausente
questao_22,2023,LC,A,C,False,0.500819,1.0,ok,"100 **Justificativa:** A resposta ""A""",,ausente
questao_23,2023,LC,A,B,False,0.614708,1.0,ok,100 Justificativa: A resposta A) reflete,,ausente
questao_24,2023,LC,C,C,True,0.932502,1.0,ok,100 Justificativa: A resposta C) é a,,ausente
questao_25,2023,LC,A,A,True,0.960477,1.0,ok,"100 **Explicação:** A resposta ""A"" é",,ausente
questao_26,2023,LC,C,C,True,0.973305,1.0,ok,"100 **Justificativa:** O poema ""A garg",,ausente
questao_27,2023,LC,C,C,True,0.983312,1.0,ok,100 **Justificativa:** A resposta C é a,,ausente
questao_28,2023,LC,C,C,True,0.993413,1.0,ok,"100 Justificativa: A resposta C) ""constru",,ausente
questao_30,2023,LC,D,D,True,0.982994,1.0,ok,100 **Justificativa:** O texto original apresenta uma,,ausente
questao_31,2023,LC,B,E,False,0.689817,1.0,ok,100 Justificativa: A) A resposta é muito,,ausente
questao_32,2023,LC,A,D,False,0.925472,1.0,ok,100 Justificativa: A resposta A) é a,,ausente
questao_33,2023,LC,C,A,False,0.909074,1.0,ok,100 Justificativa: A resposta C é a mais precisa,,ausente
questao_34,2023,LC,D,D,True,0.996954,1.0,ok,100 **Justificativa:** A resposta D) é,,ausente
questao_35,2023,LC,B,B,True,0.952529,1.0,ok,100 Justificativa: A resposta B é a mais,,ausente
questao_36,2023,LC,C,D,False,0.866412,1.0,ok,"100 **Justificativa:** A resposta ""C""",,ausente
questao_37,2023,LC,C,B,False,0.877268,0.95,ok,95 Justificativa: A) A resposta não aborda,,ausente
questao_38,2023,LC,A,E,False,0.998042,1.0,ok,"100 **Justificativa:** A resposta ""A)",,ausente
questao_39,2023,LC,D,E,False,0.90979,1.0,ok,100 **Justificativa:** O texto descreve que,,ausente
questao_40,2023,LC,D,D,True,0.752961,1.0,ok,100 Justificativa: A resposta D é a mais adequada,,ausente
questao_41,2023,LC,D,D,True,0.988391,0.9,ok,90 Justificativa: A resposta D) é a mais,,ausente
questao_42,2023,LC,A,A,True,0.976361,1.0,ok,100 Justificativa: A resposta A) é a,,ausente
questao_43,2023,LC,E,C,False,0.558758,1.0,ok,100 Justificativa: A resposta E) está corre,,ausente
questao_44,2023,LC,C,C,True,0.560637,0.95,ok,95 Justificativa: A resposta C) descreve a descrição,,ausente
questao_45,2023,LC,A,C,False,0.91117,1.0,ok,100 **Justificativa:** O texto original é uma,,ausente
questao_46,2023,CH,A,A,True,0.987722,1.0,ok,100 Justificativa: O texto 1 e,,ausente
questao_47,2023,CH,A,B,False,0.729258,,sem_numero,"____ **Justificativa:** A resposta ""A"" está correta",,ausente
questao_48,2023,CH,A,C,False,0.650486,1.0,ok,100 **Explicação:** O texto descreve a vida,,ausente
questao_49,2023,CH,D,D,True,0.706141,1.0,ok,"100 Justificativa: A resposta ""D"" é",,ausente
questao_50,2023,CH,A,C,False,0.994864,1.0,ok,"100 Justificativa: A resposta ""A"" é",,ausente
questao_51,2023,CH,B,B,True,0.981012,1.0,ok,"100 **Justificativa:** A resposta B) """,,ausente
questao_52,2023,CH,D,D,True,0.992672,1.0,ok,100 **Justificativa:** O discurso de Txai,,ausente
questao_55,2023,CH,D,D,True,0.997087,1.0,ok,100 A) A educação era mais acessível e a cultura,,ausente
questao_56,2023,CH,A,A,True,0.378053,1.0,ok,100 Justificativa: A resposta A) é a,,ausente
questao_57,2023,CH,C,E,False,0.277318,1.0,ok,"100 Justificativa: A resposta ""C"" é",,ausente
questao_58,2023,CH,A,A,True,0.935039,1.0,ok,100 Justificativa: A resposta A) é a,,ausente
questao_60,2023,CH,A,E,False,0.974451,0.0,ok,0 Justificativa: A resposta A) é incorreta. O,,ausente
questao_61,2023,CH,A,E,False,0.943694,1.0,ok,"100 **Justificativa:** A resposta ""A""",,ausente
questao_62,2023,CH,C,C,True,0.539093,0.9,ok,"90 Justificativa: A carta Balfour, embora tenha sido",,ausente
questao_63,2023,CH,A,A,True,0.994236,1.0,ok,100 Justificativa: O texto original apresenta a ideia,,ausente
questao_64,2023,CH,A,B,False,0.977236,,sem_numero,**Explicação:** A resposta correta é A) Derrame de,,ausente
questao_65,2023,CH,A,A,True,0.855578,0.0,ok,"0 Justificativa: A resposta ""A"" é uma simplificação",,ausente
questao_67,2023,CH,C,B,False,0.977339,1.0,ok,"100 **Justificativa:** A resposta ""C""",,ausente
questao_68,2023,CH,A,E,False,0.801606,1.0,ok,100 Justificativa: A resposta A) é a,,ausente
questao_69,2023,CH,A,A,True,0.996878,1.0,ok,"100 Justificativa: A resposta ""A) ocup",,ausente
questao_70,2023,CH,D,B,False,0.815925,1.0,ok,100 Explicação: O texto do primeiro parágrafo,,ausente
questao_71,2023,CH,A,A,True,0.997715,,sem_numero,"**Justificativa:** A resposta ""A"" é incorreta.",,ausente
questao_72,2023,CH,D,D,True,0.989333,1.0,ok,100 Justificativa: A resposta D é a mais,,ausente
questao_73,2023,CH,C,E,False,0.722135,1.0,ok,"100 **Justificativa:** A resposta ""C""",,ausente
questao_74,2023,CH,B,B,True,0.698566,0.95,ok,95 Justificativa: A resposta B) é a mais,,ausente
questao_75,2023,CH,A,A,True,0.847659,1.0,ok,"100 **Justificativa:** A resposta ""A)",,ausente
questao_76,2023,CH,C,A,False,0.519423,1.0,ok,100 Justificativa: A resposta C) supress,,ausente
questao_77,2023,CH,B,B,True,0.940307,1.0,ok,100 Justificativa: A resposta B) é a,,ausente
questao_78,2023,CH,C,C,True,0.995505,1.0,ok,100 **Justificativa:** O texto descreve uma,,ausente
questao_79,2023,CH,A,D,False,0.580749,1.0,ok,"100 Justificativa: A resposta ""A) controle",,ausente
questao_80,2023,CH,C,C,True,0.5976,1.0,ok,100 Justificativa: A resposta C é a mais,,ausente
questao_81,2023,CH,A,A,True,0.995408,0.0,ok,"0 Justificativa: A resposta ""A) apropria",,ausente
questao_83,2023,CH,A,A,True,0.97725,0.0,ok,0 Justificativa: A) O processo de expansão marít,,ausente
questao_84,2023,CH,B,D,False,0.868453,0.9,ok,"90 Justificativa: A resposta B) ""admissível",,ausente
questao_85,2023,CH,C,C,True,0.512522,1.0,ok,100 **Justificativa:** O texto original apresenta uma,,ausente
questao_87,2023,CH,A,A,True,0.993476,1.0,ok,100 Justificativa: A resposta A) é a mais,,ausente
questao_88,2023,CH,A,A,True,0.990235,1.0,ok,"100 **Justificativa:** A resposta ""A)",,ausente
questao_89,2023,CH,D,D,True,0.946026,1.0,ok,"100 **Justificativa:** A resposta ""D)",,ausente
questao_90,2023,CH,A,E,False,0.871859,1.0,ok,"100 **Justificativa:** A resposta ""Diversificação",,ausente
questao_91,2023,CN,D,C,False,0.876693,1.0,ok,"100 **Explicação:** A resposta D) ""t",,ausente
questao_93,2023,CN,D,D,True,0.727885,1.0,ok,100 **Explicação:** A resposta correta é A,,ausente
questao_94,2023,CN,C,A,False,0.993954,1.0,ok,100 **Explicação:** O refrigerante diet contém menos,,ausente
questao_96,2023,CN,A,E,False,0.752076,,sem_numero,**Justificativa:** A resposta correta é a avaliação de micron,,ausente
questao_99,2023,CN,C,E,False,0.346352,,sem_numero,____ **Explicação:** A síndrome de Down é uma alteração genética,,ausente
questao_102,2023,CN,D,D,True,0.918741,,sem_numero,**Justificativa:** **Análise:** * **A,,ausente
questao_103,2023,CN,C,B,False,0.611702,1.0,ok,100 **Explicação:** Vamos analisar o problema. O,,ausente
questao_105,2023,CN,C,D,False,0.790194,0.95,ok,95 **Justificativa:** A resposta C é a mais,,ausente
questao_106,2023,CN,C,C,True,0.556561,0.95,ok,95 Justificativa: A resposta C) 3.,,ausente
questao_107,2023,CN,C,C,True,0.81983,,sem_numero,**Explicação:** O problema descreve uma situação de explosão de,,ausente
questao_110,2023,CN,C,B,False,0.92348,,sem_numero,____ **Justificativa:** A biorremediação é um processo,,ausente
questao_112,2023,CN,C,A,False,0.831747,1.0,ok,100 **Explicação:** A dose de radiação ion,,ausente
questao_115,2023,CN,A,A,True,0.905071,,sem_numero,______ **Explicação:** O comprimento de onda do laser é crucial para,,ausente
questao_116,2023,CN,C,A,False,0.952877,,sem_numero,**Explicação:** O valor mínimo de intensidade do sinal de bluetooth é,,ausente
questao_117,2023,CN,D,C,False,0.546496,,sem_numero,**Justificativa:** A resposta D) competição entre o RNAm,,ausente
questao_118,2023,CN,D,D,True,0.405827,,sem_numero,"**Justificativa:** A resposta D é a mais provável,",,ausente
questao_119,2023,CN,A,D,False,0.992729,1.0,ok,100 Resposta: 100 Justificativa:,,ausente
questao_121,2023,CN,A,A,True,0.982435,1.0,ok,100 **Justificativa:** A resposta correta é,,ausente
questao_122,2023,CN,A,C,False,0.989579,1.0,ok,100 **Justificativa:** A resposta correta é,,ausente
questao_123,2023,CN,D,D,True,0.972723,1.0,ok,100 **Explicação:** A resposta correta é D,,ausente
questao_124,2023,CN,D,B,False,0.882159,1.0,ok,100 Justificativa: A resposta D) é a,,ausente
questao_125,2023,CN,A,E,False,0.638228,,sem_numero,"**Justificativa:** A resposta ""A) fotossíntese",,ausente
questao_126,2023,CN,A,A,True,0.996387,,sem_numero,**Explicação:** O garoto realizou um experimento que demonstra o,,ausente
questao_127,2023,CN,A,B,False,0.309794,,sem_numero,"____ **Justificativa:** A resposta ""A) ácidos nucleicos",,ausente
questao_128,2023,CN,D,D,True,0.974753,,sem_numero,**Justificativa:** A leishmaniose visceral é uma zoon,,ausente
questao_129,2023,CN,A,C,False,0.790621,,sem_numero,**Explicação:** O problema descreve um objeto que se move vertical,,ausente
questao_130,2023,CN,C,D,False,0.913192,,sem_numero,"____ **Justificativa:** A resposta ""C"" está correta",,ausente
questao_131,2023,CN,C,B,False,0.678694,1.0,ok,"100 **Justificativa:** A resposta ""C)",,ausente
questao_132,2023,CN,D,E,False,0.860813,1.0,ok,100 **Justificativa:** A resposta D) é,,ausente
questao_133,2023,CN,C,A,False,0.300784,0.03,ok,"______ **Análise da resposta:** A resposta ""C) 3",,ausente
questao_134,2023,CN,C,B,False,0.988189,1.0,ok,"100 Justificativa: A aves migratórias,",,ausente
questao_135,2023,CN,C,D,False,0.498515,,sem_numero,____ **Explicação:** Vamos analisar o ganho percentual na hid,,ausente
questao_137,2023,MT,A,B,False,0.24639,0.0,ok,(0-100) (0-100),,ausente
questao_140,2023,MT,C,E,False,0.500183,,sem_numero,**Explicação:** O cliente deseja minimizar o tempo de espera na fila,,ausente
questao_145,2023,MT,C,D,False,0.927655,,sem_numero,______ **Explicação:** A expressão que representa o preço y em função,,ausente
questao_146,2023,MT,A,A,True,0.527545,,sem_numero,____ **Explicação:** Vamos analisar o problema: * **,,ausente
questao_149,2023,MT,A,C,False,0.571694,,sem_numero,______ **Análise da resposta A) Outubro.** A resposta A,,ausente
questao_151,2023,MT,A,C,False,0.57675,,sem_numero,____ Resposta: ____ --- **Análise do Problema**,,ausente
questao_152,2023,MT,C,C,True,0.890741,0.0,ok,0 - 100 B - 60 A -,,ausente
questao_153,2023,MT,C,A,False,0.726962,,sem_numero,____ **Explicação:** A resposta correta é C) C =,,ausente
questao_155,2023,MT,C,B,False,0.843832,,sem_numero,____ **Justificativa:** A justificativa explica que a resposta C,,ausente
questao_156,2023,MT,C,A,False,0.834379,,sem_numero,____ **Explicação:** Vamos analisar o problema: * **,,ausente
