id,ano,area,escolhido,label,acertou,conf_logprob,conf_verbal,verbal_motivo,verbal_raw,conf_ptrue,ptrue_metodo
questao_53,2022,CH,B,C,False,0.311898,1.0,ok,100 Explicação: A resposta correta é B),0.073479,sim_dist
questao_54,2022,CH,D,D,True,0.847498,0.9,ok,"90 Você está correto. A resposta ""D) produz",0.060033,sim_dist
questao_56,2022,CH,A,A,True,0.391231,0.9,ok,90 Você respondeu corretamente a uma pergunta sobre,0.119867,sim_dist
questao_57,2022,CH,D,C,False,0.262796,0.8,ok,80 Você respondeu corretamente a uma pergunta sobre,0.082493,sim_dist
questao_58,2022,CH,D,D,True,0.641847,0.85,ok,"85 Você está correto. A resposta ""D) cerce",0.068295,sim_dist
questao_60,2022,CH,E,E,True,0.62858,0.9,ok,90 Você está correto. A resposta correta é E),0.051888,sim_dist
questao_61,2022,CH,D,D,True,0.457842,0.9,ok,90 Você respondeu corretamente. A resposta D),0.092235,sim_dist
questao_62,2022,CH,E,A,False,0.460891,0.9,ok,"90 Você está correto. A resposta ""E) emancip",0.07001,sim_dist
questao_64,2022,CH,E,A,False,0.496207,0.0,ok,0 Você respondeu E) Regulamentação das relações,0.089411,sim_dist
questao_65,2022,CH,E,D,False,0.459263,0.8,ok,80 Você está correto. A resposta correta é E),0.038296,sim_dist
questao_66,2022,CH,E,B,False,0.317666,0.9,ok,90 Você está correto. A fixação da data comem,0.032653,sim_dist
questao_67,2022,CH,B,C,False,0.419716,0.9,ok,90 Você está correto. A resposta correta é B),0.061303,sim_dist
questao_68,2022,CH,D,D,True,0.899044,0.85,ok,85 Você respondeu corretamente. A resposta D),0.050803,sim_dist
questao_70,2022,CH,E,A,False,0.442347,0.8,ok,80 Justificativa: A resposta é correta porque a an,0.068568,sim_dist
questao_71,2022,CH,E,E,True,0.703227,0.9,ok,90 Você está correto. A resposta correta é E),0.062129,sim_dist
questao_72,2022,CH,C,C,True,0.621565,0.8,ok,80 Você está correto. A resposta correta é C),0.037957,sim_dist
questao_73,2022,CH,E,B,False,0.23995,0.9,ok,90 Você respondeu corretamente. A resposta é E,0.077344,sim_dist
questao_76,2022,CH,A,A,True,0.478706,0.8,ok,"80 Você está correto. A resposta ""A) Formação",0.091137,sim_dist
questao_77,2022,CH,E,E,True,0.567561,0.9,ok,"90 Você respondeu corretamente. A resposta ""E",0.061676,sim_dist
questao_78,2022,CH,B,C,False,0.685968,0.9,ok,90 Você está correto. A resposta correta é B),0.072371,sim_dist
questao_79,2022,CH,B,B,True,0.722427,0.9,ok,"90 Você está correto. A resposta ""B) social,",0.061773,sim_dist
questao_80,2022,CH,D,E,False,0.42884,0.9,ok,"90 Você está correto. A resposta ""D) consol",0.068384,sim_dist
questao_81,2022,CH,B,B,True,0.282134,0.8,ok,80 A resposta correta é B) utilizar sistemas de irrigação,0.091453,sim_dist
questao_83,2022,CH,C,E,False,0.330068,0.8,ok,80 Você está correto. A resposta correta é a op,0.041942,sim_dist
questao_84,2022,CH,E,E,True,0.475063,0.9,ok,"90 Você respondeu corretamente. A resposta ""E",0.063792,sim_dist
questao_85,2022,CH,D,D,True,0.445185,0.9,ok,90 Você está correto. A letra da canção valoriza,0.092755,sim_dist
questao_86,2022,CH,B,A,False,0.385497,0.9,ok,"90 Você está correto. A resposta ""B) contestação",0.076499,sim_dist
questao_87,2022,CH,E,D,False,0.316842,0.85,ok,85 A resposta correta é: A) afeito à de,0.057718,sim_dist
questao_88,2022,CH,E,E,True,0.883924,0.9,ok,90 Você está correto. A resposta correta é E),0.089542,sim_dist
questao_89,2022,CH,A,A,True,0.710762,0.8,ok,80 Você está correto. A resposta correta é A),0.074394,sim_dist
questao_91,2022,CN,D,D,True,0.367024,0.9,ok,90 Você está correto. A resposta correta é D),0.064788,sim_dist
questao_95,2022,CN,C,D,False,0.336552,0.9,ok,90 A resposta correta é C) alteração no genó,0.070701,sim_dist
questao_96,2022,CN,C,B,False,0.255301,0.9,ok,90 Você está correto. A etapa de filtração,0.059393,sim_dist
questao_97,2022,CN,D,E,False,0.402802,1.0,ok,100 Explicação: A resposta correta é D),0.069899,sim_dist
questao_98,2022,CN,D,A,False,0.36322,0.9,ok,"90 A resposta correta é B) 1, 3",0.038671,sim_dist
questao_100,2022,CN,E,C,False,0.256807,0.9,ok,90 Você está correto. A resposta correta é: E,0.060509,sim_dist
questao_101,2022,CN,E,A,False,0.307307,0.9,ok,90 A resposta que você forneceu é correta. A,0.054972,sim_dist
questao_102,2022,CN,E,E,True,0.439334,0.9,ok,90 A resposta correta é: A) Eles se mover,0.0881,sim_dist
questao_103,2022,CN,B,B,True,0.443102,0.9,ok,90 A resposta correta é B) oxidante. O oz,0.074994,sim_dist
questao_106,2022,CN,E,E,True,0.446182,0.9,ok,90 Você está correto. A resposta correta é E),0.055679,sim_dist
questao_107,2022,CN,E,B,False,0.51678,1.0,ok,100 Você está correto. A resposta correta é a,0.056491,sim_dist
questao_108,2022,CN,E,B,False,0.315466,0.8,ok,80 A resposta correta é B) 30 ampères,0.073981,sim_dist
questao_109,2022,CN,C,C,True,0.460008,1.0,ok,100 Explicação: O gás liberado durante a,0.043132,sim_dist
questao_113,2022,CN,D,C,False,0.35553,0.9,ok,90 Você está correto. A resposta correta é D),0.070378,sim_dist
questao_114,2022,CN,E,B,False,0.337652,0.0,ok,"00 A resposta correta é B) 2,1.",0.079316,sim_dist
questao_115,2022,CN,D,D,True,0.256786,0.9,ok,"90 A resposta correta é D) 0,4 micro",0.066745,sim_dist
questao_116,2022,CN,D,D,True,0.824349,0.9,ok,90 A resposta correta é D) o sucesso reprodutivo,0.088809,sim_dist
questao_120,2022,CN,E,E,True,0.900717,0.9,ok,90 A resposta correta é E) taxa de transporte de ox,0.097982,sim_dist
questao_121,2022,CN,E,A,False,0.281639,0.8,ok,80 A resposta correta é: A) A força é maior,0.066623,sim_dist
questao_124,2022,CN,D,A,False,0.202935,0.9,ok,90 A resposta correta é D) apresentam alta taxa de,0.049915,sim_dist
questao_125,2022,CN,D,B,False,0.219933,0.8,ok,"80 A resposta correta é D) 4,50",0.073555,sim_dist
questao_126,2022,CN,E,C,False,0.297113,0.9,ok,90 Explicação: A resposta é correta porque a amo,0.049439,sim_dist
questao_127,2022,CN,E,E,True,0.393629,0.9,ok,90 Você está correto. A resposta correta é E),0.050011,sim_dist
questao_129,2022,CN,E,B,False,0.229779,0.9,ok,90 Explicação: A resposta correta é E) Sep,0.059666,sim_dist
questao_130,2022,CN,E,E,True,0.263609,0.9,ok,90 Você está correto. A resposta correta é E),0.084138,sim_dist
questao_133,2022,CN,D,D,True,0.599066,0.9,ok,90 Você está correto. A filariose e a le,0.066813,sim_dist
questao_134,2022,CN,D,B,False,0.281291,0.8,ok,80 A resposta correta é D) 100,0.082994,sim_dist
questao_135,2022,CN,B,A,False,0.290894,0.9,ok,90 Você respondeu corretamente. A resposta B),0.100919,sim_dist
questao_138,2022,MT,D,E,False,0.736113,0.9,ok,90 A resposta correta é D) 135,0.068763,sim_dist
questao_140,2022,MT,E,A,False,0.288816,0.85,ok,85 A resposta correta é: E) 5 A,0.059022,sim_dist
questao_141,2022,MT,D,E,False,0.218985,0.95,ok,95 A resposta correta é D) 12. A,0.090864,sim_dist
questao_142,2022,MT,E,A,False,0.376418,0.85,ok,85 A resposta correta é B) 2. O jogador,0.048706,sim_dist
questao_143,2022,MT,E,B,False,0.599528,0.95,ok,95 A resposta correta é a opção C) 3,0.063239,sim_dist
questao_144,2022,MT,D,D,True,0.421471,0.85,ok,85 A resposta correta é D) 1 23,0.064938,sim_dist
questao_145,2022,MT,D,D,True,0.256026,0.9,ok,90 A resposta correta é D) 4 80,0.093849,sim_dist
questao_147,2022,MT,E,E,True,0.605623,0.9,ok,90 A resposta correta é a opção C) 3,0.074583,sim_dist
questao_149,2022,MT,E,D,False,0.410694,0.0,ok,00 A questão apresenta uma situação de aumento salarial diferenci,0.06496,sim_dist
questao_150,2022,MT,E,B,False,0.247576,0.9,ok,"90 A resposta correta é B) 0,20",0.066569,sim_dist
questao_151,2022,MT,D,A,False,0.501292,0.9,ok,90 A resposta correta é D) 13 3,0.089748,sim_dist
questao_152,2022,MT,E,A,False,0.206787,0.8,ok,"80 A questão apresenta um problema de geometria, onde precis",0.038258,sim_dist
questao_153,2022,MT,E,A,False,0.343651,0.0,ok,00 A resposta correta é B) 100 re,0.081943,sim_dist
questao_154,2022,MT,B,A,False,0.362625,0.8,ok,80 Você está correto. A resposta correta é B),0.063487,sim_dist
questao_158,2022,MT,E,C,False,0.5961,0.95,ok,95 Explicação: A resposta correta é a proposta,0.058225,sim_dist
questao_159,2022,MT,E,B,False,0.392978,0.85,ok,85 A resposta correta é B) R T3 R,0.0678,sim_dist
questao_160,2022,MT,D,C,False,0.465279,0.8,ok,80 A questão envolve combinação de números e combina,0.066268,sim_dist
questao_161,2022,MT,E,C,False,0.256664,0.0,ok,"00 A resposta correta é B) 3,24",0.073666,sim_dist
questao_162,2022,MT,E,C,False,0.446623,0.85,ok,85 A resposta correta é B) 86 7,0.070797,sim_dist
questao_163,2022,MT,E,B,False,0.340364,0.9,ok,90 A resposta correta é B) 9 x (6,0.049613,sim_dist
questao_164,2022,MT,E,C,False,0.498908,0.0,ok,00 A resposta correta é B) mais de 35,0.100378,sim_dist
questao_166,2022,MT,D,D,True,0.311382,0.9,ok,90 A resposta correta é D) LE é igual a,0.070721,sim_dist
questao_167,2022,MT,D,B,False,0.252088,0.85,ok,"85 A resposta correta é D) 2,1.",0.059888,sim_dist
questao_169,2022,MT,C,E,False,0.241779,0.9,ok,90 A resposta correta é B) 100,0.05631,sim_dist
questao_170,2022,MT,D,E,False,0.212794,0.9,ok,90 A resposta correta é 15. Você está corre,0.073048,sim_dist
questao_171,2022,MT,D,C,False,0.32063,0.95,ok,95 Explicação: A resposta correta é D) muito,0.125051,sim_dist
questao_172,2022,MT,D,B,False,0.206663,0.9,ok,90 A resposta correta é D) 18. A,0.063954,sim_dist
questao_173,2022,MT,D,D,True,0.191255,0.8,ok,80 A resposta correta é D) 6 83,0.064903,sim_dist
questao_174,2022,MT,E,C,False,0.203524,0.9,ok,90 A resposta correta é B) 6. O d,0.062564,sim_dist
questao_175,2022,MT,E,A,False,0.190487,0.0,ok,"00 A resposta correta é B) 1,80",0.08649,sim_dist
questao_176,2022,MT,C,B,False,0.305782,0.9,ok,90 A resposta correta é 28 dias. A conf,0.06097,sim_dist
questao_179,2022,MT,E,C,False,0.265978,0.85,ok,85 A resposta correta é B) 40/6,0.044683,sim_dist
questao_01,2023,LC,B,B,True,0.673971,0.9,ok,"90 Você está correto. A expressão ""No man is",0.055145,sim_dist
questao_02,2023,LC,D,D,True,0.734074,0.9,ok,"90 Você está correto. A resposta ""D) existência",0.048894,sim_dist
questao_05,2023,LC,A,A,True,0.534986,0.9,ok,90 A resposta correta é A) convergência linguístico-cultural,0.058796,sim_dist
questao_06,2023,LC,A,A,True,0.405308,0.9,ok,90 Você respondeu corretamente. A resposta A),0.052373,sim_dist
questao_08,2023,LC,E,E,True,0.464481,0.9,ok,90 Justificação: A resposta correta é E) chamar,0.030293,sim_dist
questao_09,2023,LC,D,C,False,0.500873,0.8,ok,80 Você respondeu corretamente. A resposta D),0.058466,sim_dist
questao_10,2023,LC,B,B,True,0.315645,0.85,ok,85 Você está correto. A resposta correta é B),0.035667,sim_dist
questao_11,2023,LC,E,B,False,0.517646,0.85,ok,85 Você está correto. A resposta correta é E),0.052996,sim_dist
questao_12,2023,LC,E,E,True,0.892036,0.9,ok,90 Você está correto. A resposta correta é E),0.054172,sim_dist
questao_13,2023,LC,A,A,True,0.432642,0.9,ok,"90 Você está correto. A resposta ""A) condição",0.070601,sim_dist
questao_14,2023,LC,E,A,False,0.526859,0.8,ok,80 Você respondeu corretamente a uma pergunta sobre,0.042943,sim_dist
questao_15,2023,LC,C,C,True,0.370416,0.8,ok,80 A resposta correta é C) oferecer uma vitrine,0.030989,sim_dist
questao_16,2023,LC,A,A,True,0.558594,0.8,ok,80 Você respondeu corretamente a uma pergunta sobre,0.047564,sim_dist
questao_17,2023,LC,A,A,True,0.379262,0.8,ok,80 A resposta correta é A) inter-relação de referencia,0.065583,sim_dist
questao_20,2023,LC,B,E,False,0.344192,0.8,ok,"80 Justificativa: A resposta correta é B, """,0.040871,sim_dist
questao_21,2023,LC,E,A,False,0.453838,0.85,ok,85 Justificação: A resposta correta é E) espaço urb,0.046981,sim_dist
questao_22,2023,LC,E,C,False,0.47633,0.8,ok,80 Você está correto. A resposta correta é E),0.087287,sim_dist
questao_23,2023,LC,E,B,False,0.327252,0.8,ok,80 Você está correto. A resposta correta é E),0.043292,sim_dist
questao_24,2023,LC,E,C,False,0.285305,0.0,ok,0 Você respondeu corretamente que a resposta E) é,0.044718,sim_dist
questao_25,2023,LC,E,A,False,0.237119,0.8,ok,80 A resposta correta é: A) repetição do pron,0.036679,sim_dist
questao_26,2023,LC,E,C,False,0.303913,0.9,ok,90 Você está correto. A resposta correta é E),0.068787,sim_dist
questao_27,2023,LC,C,C,True,0.605988,0.8,ok,80 Você respondeu corretamente a uma pergunta sobre,0.050176,sim_dist
questao_28,2023,LC,B,C,False,0.658991,0.8,ok,80 Justificação: A resposta correta é B) ausência,0.056587,sim_dist
questao_30,2023,LC,D,D,True,0.542157,0.8,ok,80 Você respondeu corretamente. A resposta D),0.029897,sim_dist
questao_31,2023,LC,D,E,False,0.520772,0.8,ok,80 Você está correto. A resposta correta é D),0.036757,sim_dist
questao_32,2023,LC,D,D,True,0.625488,0.9,ok,90 Você respondeu corretamente. A resposta D),0.050268,sim_dist
questao_33,2023,LC,B,A,False,0.442831,0.8,ok,80 A resposta correta é B) apresenta variações,0.044867,sim_dist
questao_34,2023,LC,D,D,True,0.579926,0.9,ok,90 Você está correto. A resposta que você forneceu,0.116967,sim_dist
questao_35,2023,LC,E,B,False,0.269404,0.85,ok,85 Justificação: A resposta correta é E) crítica à,0.030861,sim_dist
questao_36,2023,LC,B,D,False,0.332107,0.85,ok,85 Explicação: A resposta correta é B) est,0.035545,sim_dist
questao_37,2023,LC,B,B,True,0.579707,0.8,ok,80 A resposta correta é B) representa danos irrepar,0.048156,sim_dist
questao_38,2023,LC,E,E,True,0.678169,0.9,ok,90 Você está correto. A propagação de notíc,0.050047,sim_dist
questao_39,2023,LC,E,E,True,0.936532,0.9,ok,90 Você está correto. A resposta correta é E),0.077308,sim_dist
questao_40,2023,LC,D,D,True,0.581067,0.9,ok,90 Você está correto. A resposta D) sensibilizar,0.030397,sim_dist
questao_41,2023,LC,E,D,False,0.262023,0.8,ok,80 Você respondeu corretamente. A resposta é E,0.063926,sim_dist
questao_42,2023,LC,E,A,False,0.400608,0.8,ok,80 Você respondeu corretamente. A resposta E),0.03083,sim_dist
questao_43,2023,LC,C,C,True,0.366267,0.8,ok,80 Justificação: A resposta correta é C) à exist,0.043808,sim_dist
questao_44,2023,LC,D,C,False,0.326794,0.8,ok,80 Justificativa: A resposta correta é D) presença,0.04218,sim_dist
questao_45,2023,LC,D,C,False,0.191633,0.85,ok,85 Você respondeu corretamente. A resposta D),0.043212,sim_dist
questao_46,2023,CH,E,A,False,0.35852,0.85,ok,"85 Você está correto. A resposta ""E) romantização",0.042386,sim_dist
questao_47,2023,CH,B,B,True,0.749329,0.9,ok,"90 Você está correto. A resposta ""B) utilização",0.089025,sim_dist
questao_48,2023,CH,E,C,False,0.346771,0.8,ok,80 A resposta correta é: A) conservação do meio,0.087237,sim_dist
questao_49,2023,CH,D,D,True,0.779074,0.9,ok,"90 Você está correto. A resposta ""D) desres",0.061701,sim_dist
questao_50,2023,CH,C,C,True,0.40931,0.85,ok,85 Você está correto. A resposta correta é C),0.097121,sim_dist
questao_51,2023,CH,B,B,True,0.747162,0.9,ok,90 Você está correto. A resposta correta é B),0.068223,sim_dist
questao_52,2023,CH,D,D,True,0.661942,0.9,ok,90 Você está correto. A resposta correta é D),0.04271,sim_dist
questao_55,2023,CH,D,D,True,0.714923,0.8,ok,80 Justificativa: A resposta correta é D) Pr,0.079883,sim_dist
questao_56,2023,CH,A,A,True,0.358188,0.85,ok,85 Você respondeu corretamente. A resposta A),0.063718,sim_dist
questao_57,2023,CH,E,E,True,0.825968,0.9,ok,"90 Você está correto. A resposta ""E) Asseg",0.041337,sim_dist
questao_58,2023,CH,E,A,False,0.851321,0.85,ok,85 Você está correto. A resposta correta é: E,0.05676,sim_dist
questao_60,2023,CH,E,E,True,0.383872,0.9,ok,90 Você está correto. A resposta correta é: A,0.044712,sim_dist
questao_61,2023,CH,E,E,True,0.717763,0.9,ok,90 Você está correto. A resposta é correta. A,0.041332,sim_dist
questao_62,2023,CH,E,C,False,0.446223,0.2,ok,20 A resposta que você forneceu é correta. A,0.051846,sim_dist
questao_63,2023,CH,E,A,False,0.525777,0.9,ok,90 Você está correto. A resposta correta é E),0.041694,sim_dist
questao_64,2023,CH,E,B,False,0.460202,0.9,ok,90 A resposta correta é B) Encontro de placas,0.047605,sim_dist
questao_65,2023,CH,E,A,False,0.35774,0.9,ok,90 Você está correto. A resposta correta é E),0.044535,sim_dist
questao_67,2023,CH,B,B,True,0.250032,0.9,ok,90 Explicação: A resposta correta é B) utiliz,0.0731,sim_dist
questao_68,2023,CH,E,E,True,0.253139,0.8,ok,80 Você está correto. A resposta correta é: E,0.041973,sim_dist
questao_69,2023,CH,E,A,False,0.44377,0.8,ok,80 Você está correto. A resposta correta é: A,0.056546,sim_dist
questao_70,2023,CH,B,B,True,0.650683,0.9,ok,90 Você está correto. A resposta correta é B),0.050201,sim_dist
questao_71,2023,CH,E,A,False,0.284118,0.85,ok,85 Você está correto. A resposta correta é E),0.044171,sim_dist
questao_72,2023,CH,D,D,True,0.838283,0.8,ok,80 A resposta correta é D) manutenção das bar,0.086764,sim_dist
questao_73,2023,CH,C,E,False,0.369041,0.9,ok,90 Você respondeu corretamente. A resposta C),0.075276,sim_dist
questao_74,2023,CH,B,B,True,0.835059,0.9,ok,90 Você está correto. A resposta correta é B),0.090619,sim_dist
questao_75,2023,CH,E,A,False,0.633076,0.7,ok,70 A resposta correta é A) Adoção do dumping,0.033247,sim_dist
questao_76,2023,CH,A,A,True,0.383169,0.8,ok,80 Você está correto. A resposta correta é A),0.122891,sim_dist
questao_77,2023,CH,B,B,True,0.669839,0.9,ok,90 Você respondeu corretamente. A resposta B),0.10971,sim_dist
questao_78,2023,CH,E,C,False,0.445673,0.9,ok,90 A resposta correta é E) decomposição do substrato,0.046133,sim_dist
questao_79,2023,CH,D,D,True,0.399419,0.9,ok,90 Você está correto. A resposta correta é D),0.074721,sim_dist
questao_80,2023,CH,D,C,False,0.290392,0.8,ok,80 Você respondeu corretamente. A resposta D),0.053131,sim_dist
questao_81,2023,CH,E,A,False,0.434052,0.8,ok,80 Você está correto. A flexibilização de legisla,0.055343,sim_dist
questao_83,2023,CH,E,A,False,0.361271,0.9,ok,90 Você está correto. A resposta correta é E),0.039264,sim_dist
questao_84,2023,CH,D,D,True,0.312771,0.85,ok,85 Você respondeu corretamente. A resposta D),0.049488,sim_dist
questao_85,2023,CH,B,C,False,0.321691,0.9,ok,90 Você está correto. A proposta de mudar a,0.036159,sim_dist
questao_87,2023,CH,A,A,True,0.626923,0.8,ok,"80 Você respondeu corretamente. A resposta ""A",0.063125,sim_dist
questao_88,2023,CH,A,A,True,0.369812,0.9,ok,"90 Você está correto. A resposta ""A) distin",0.129774,sim_dist
questao_89,2023,CH,D,D,True,0.893571,0.9,ok,"90 Você está correto. A resposta ""D) violência",0.049776,sim_dist
questao_90,2023,CH,E,E,True,0.304639,0.8,ok,"80 Você está correto. A resposta ""E) Invis",0.051441,sim_dist
questao_91,2023,CN,C,C,True,0.510644,0.9,ok,90 A resposta correta é C) tiverem a mesma,0.059141,sim_dist
questao_93,2023,CN,D,D,True,0.850811,0.9,ok,90 Você respondeu corretamente. A resposta D),0.041398,sim_dist
questao_94,2023,CN,C,A,False,0.317712,0.9,ok,90 Explicação: A resposta correta é C) maior,0.046778,sim_dist
questao_96,2023,CN,D,E,False,0.747685,0.9,ok,90 A avaliação de substâncias genotóxicas Mic,0.031866,sim_dist
questao_99,2023,CN,D,E,False,0.378637,0.85,ok,85 Você respondeu D) apenas trissômicos ou,0.080348,sim_dist
questao_102,2023,CN,D,D,True,0.480354,0.9,ok,90 A resposta correta é D) a quantidade de carbono,0.099158,sim_dist
questao_103,2023,CN,C,B,False,0.24648,0.8,ok,80 A resposta correta é 72 minutos. A conf,0.054166,sim_dist
questao_105,2023,CN,C,D,False,0.341989,0.9,ok,90 A resposta correta é C) do calor sensível e,0.090697,sim_dist
questao_106,2023,CN,E,C,False,0.435652,0.95,ok,95% A gasolina é uma mistura de hidrocarbonet,0.043215,sim_dist
questao_107,2023,CN,E,C,False,0.263422,0.0,ok,00 A resposta correta é B) 533.,0.053049,sim_dist
questao_110,2023,CN,E,B,False,0.246178,0.8,ok,80 Você está correto. A resposta correta é E),0.061075,sim_dist
questao_112,2023,CN,D,A,False,0.454229,0.9,ok,90 A resposta correta é D) 100.,0.067814,sim_dist
questao_115,2023,CN,E,A,False,0.54894,0.9,ok,90 A resposta correta é: A) Violeta. Exp,0.079556,sim_dist
questao_116,2023,CN,E,A,False,0.247714,0.8,ok,"80 A resposta correta é B) 2,0 ×",0.078712,sim_dist
questao_117,2023,CN,C,C,True,0.436315,0.9,ok,90 A resposta correta é: C) tradução do RN,0.060764,sim_dist
questao_118,2023,CN,E,D,False,0.380549,0.9,ok,90 Explicação: A resposta correta é E) fus,0.067686,sim_dist
questao_119,2023,CN,D,D,True,0.719291,0.9,ok,90 A resposta correta é D) campo magnético variável,0.05019,sim_dist
questao_121,2023,CN,E,A,False,0.313823,0.0,ok,00 A tensão pré-menstrual é frequentemente associada,0.076249,sim_dist
questao_122,2023,CN,C,C,True,0.375116,0.9,ok,90 A resposta correta é C) hexan-3-,0.086098,sim_dist
questao_123,2023,CN,D,D,True,0.774445,0.9,ok,90 A resposta correta é B) Esporo. O tub,0.067364,sim_dist
questao_124,2023,CN,E,B,False,0.452835,0.8,ok,80 A recomendação da Sociedade Portuguesa de Neon,0.069592,sim_dist
questao_125,2023,CN,E,E,True,0.52336,0.9,ok,90 A resposta correta é E) nutrição das ra,0.077172,sim_dist
questao_126,2023,CN,E,A,False,0.629522,0.9,ok,90 Você está correto. A resposta correta é E),0.079014,sim_dist
questao_127,2023,CN,E,B,False,0.402744,0.9,ok,90 Você está correto. A resposta é correta. Ess,0.036859,sim_dist
questao_128,2023,CN,D,D,True,0.542288,0.9,ok,90 Você está correto. A resposta é correta. A,0.06297,sim_dist
