model,id,ano,area,difficulty_score,escolhido,label,acertou,confianca,conf_metodo,conf_app,n_predict
qwen2.5-0.5b,questao_49,2022,CH,0.568043,C,C,True,0.449274,letra,0.720624,4
qwen2.5-0.5b,questao_50,2022,CH,0.795901,E,A,False,0.362478,letra,0.70499,4
qwen2.5-0.5b,questao_52,2022,CH,0.655698,E,B,False,0.546477,letra,0.783519,4
qwen2.5-0.5b,questao_53,2022,CH,0.829219,C,C,True,0.261206,letra,0.733658,4
qwen2.5-0.5b,questao_54,2022,CH,0.572305,D,D,True,0.46977,letra,0.700916,4
qwen2.5-0.5b,questao_56,2022,CH,0.639877,A,A,True,0.306841,letra,0.727135,4
qwen2.5-0.5b,questao_57,2022,CH,0.695186,D,C,False,0.294284,letra,0.538979,4
qwen2.5-0.5b,questao_58,2022,CH,0.723668,D,D,True,0.266968,letra,0.68669,4
qwen2.5-0.5b,questao_60,2022,CH,0.71618,E,E,True,0.897292,letra,0.834209,4
qwen2.5-0.5b,questao_61,2022,CH,0.789135,D,D,True,0.338261,letra,0.724577,4
qwen2.5-0.5b,questao_62,2022,CH,0.601392,E,A,False,0.263882,letra,0.617157,4
qwen2.5-0.5b,questao_64,2022,CH,0.702995,D,A,False,0.34796,letra,0.625208,4
qwen2.5-0.5b,questao_65,2022,CH,0.741935,D,D,True,0.268821,letra,0.720789,4
qwen2.5-0.5b,questao_66,2022,CH,0.725153,D,B,False,0.276841,letra,0.62961,4
qwen2.5-0.5b,questao_67,2022,CH,0.894008,E,C,False,0.320773,letra,0.687964,4
qwen2.5-0.5b,questao_68,2022,CH,0.689594,D,D,True,0.547627,letra,0.657589,4
qwen2.5-0.5b,questao_70,2022,CH,0.792879,E,A,False,0.22475,letra,0.621722,4
qwen2.5-0.5b,questao_71,2022,CH,0.576338,E,E,True,0.26147,letra,0.580247,4
qwen2.5-0.5b,questao_72,2022,CH,0.832687,D,C,False,0.282661,letra,0.69251,4
qwen2.5-0.5b,questao_73,2022,CH,0.9047,D,B,False,0.357045,letra,0.628824,4
qwen2.5-0.5b,questao_76,2022,CH,0.865012,C,A,False,0.262329,letra,0.633217,4
qwen2.5-0.5b,questao_77,2022,CH,0.616711,E,E,True,0.441563,letra,0.726671,4
qwen2.5-0.5b,questao_78,2022,CH,0.666087,B,C,False,0.400693,letra,0.720897,4
qwen2.5-0.5b,questao_79,2022,CH,0.679551,B,B,True,0.804841,letra,0.772406,4
qwen2.5-0.5b,questao_80,2022,CH,0.889448,E,E,True,0.374821,letra,0.649976,4
qwen2.5-0.5b,questao_81,2022,CH,0.912115,D,B,False,0.353481,letra,0.621166,4
qwen2.5-0.5b,questao_83,2022,CH,0.831073,E,E,True,0.286071,letra,0.60847,4
qwen2.5-0.5b,questao_84,2022,CH,0.767853,D,E,False,0.367262,letra,0.71914,4
qwen2.5-0.5b,questao_85,2022,CH,0.626315,D,D,True,0.62071,letra,0.750721,4
qwen2.5-0.5b,questao_86,2022,CH,0.705689,B,A,False,0.455329,letra,0.728553,4
qwen2.5-0.5b,questao_87,2022,CH,0.793961,E,D,False,0.263534,letra,0.665642,4
qwen2.5-0.5b,questao_88,2022,CH,0.658649,E,E,True,0.501674,letra,0.747226,4
qwen2.5-0.5b,questao_89,2022,CH,0.395534,D,A,False,0.238283,letra,0.734018,4
qwen2.5-0.5b,questao_91,2022,CN,0.805908,E,D,False,0.420847,letra,0.745232,4
qwen2.5-0.5b,questao_95,2022,CN,0.701665,D,D,True,0.269722,letra,0.552617,4
qwen2.5-0.5b,questao_96,2022,CN,0.925308,D,B,False,0.282869,letra,0.682954,4
qwen2.5-0.5b,questao_97,2022,CN,0.84609,D,E,False,0.301729,letra,0.29785,4
qwen2.5-0.5b,questao_98,2022,CN,0.769436,E,A,False,0.35847,letra,0.695149,4
qwen2.5-0.5b,questao_100,2022,CN,0.687453,E,C,False,0.440087,letra,0.66346,4
qwen2.5-0.5b,questao_101,2022,CN,0.751584,E,A,False,0.264285,letra,0.618409,4
qwen2.5-0.5b,questao_102,2022,CN,0.855588,E,E,True,0.406825,letra,0.695002,4
qwen2.5-0.5b,questao_103,2022,CN,0.812205,B,B,True,0.291118,letra,0.722231,4
qwen2.5-0.5b,questao_106,2022,CN,0.8217,D,E,False,0.272755,letra,0.531761,4
qwen2.5-0.5b,questao_107,2022,CN,0.924185,E,B,False,0.509138,letra,0.792416,4
qwen2.5-0.5b,questao_108,2022,CN,0.916932,E,B,False,0.336534,letra,0.732327,4
qwen2.5-0.5b,questao_109,2022,CN,0.734382,C,C,True,0.75409,letra,0.837281,4
qwen2.5-0.5b,questao_113,2022,CN,0.816675,E,C,False,0.375617,letra,0.70441,4
qwen2.5-0.5b,questao_114,2022,CN,0.809694,D,B,False,0.330478,letra,0.650906,4
qwen2.5-0.5b,questao_115,2022,CN,0.76989,E,D,False,0.308713,letra,0.682769,4
qwen2.5-0.5b,questao_116,2022,CN,0.713107,E,D,False,0.464231,letra,0.628117,4
qwen2.5-0.5b,questao_120,2022,CN,0.733003,E,E,True,0.292476,letra,0.707368,4
qwen2.5-0.5b,questao_121,2022,CN,0.805141,D,A,False,0.220892,letra,0.657384,4
qwen2.5-0.5b,questao_124,2022,CN,0.726318,B,A,False,0.244897,letra,0.535095,4
qwen2.5-0.5b,questao_125,2022,CN,0.889772,D,B,False,0.223596,letra,0.711803,4
qwen2.5-0.5b,questao_126,2022,CN,0.821287,E,C,False,0.30519,letra,0.689697,4
qwen2.5-0.5b,questao_127,2022,CN,0.960534,D,E,False,0.326994,letra,0.64416,4
qwen2.5-0.5b,questao_129,2022,CN,0.833361,D,B,False,0.29032,letra,0.632694,4
qwen2.5-0.5b,questao_130,2022,CN,0.873434,C,E,False,0.312106,letra,0.685197,4
qwen2.5-0.5b,questao_133,2022,CN,0.812293,D,D,True,0.327235,letra,0.600994,4
qwen2.5-0.5b,questao_134,2022,CN,0.867339,D,B,False,0.2362,letra,0.669853,4
qwen2.5-0.5b,questao_135,2022,CN,0.903268,E,A,False,0.387859,letra,0.618919,4
qwen2.5-0.5b,questao_138,2022,MT,0.494005,D,E,False,0.396589,letra,0.711366,4
qwen2.5-0.5b,questao_140,2022,MT,0.656564,E,A,False,0.40711,letra,0.776503,4
qwen2.5-0.5b,questao_141,2022,MT,0.928705,E,E,True,0.253618,letra,0.702531,4
qwen2.5-0.5b,questao_142,2022,MT,0.705689,E,A,False,0.332608,letra,0.723802,4
qwen2.5-0.5b,questao_143,2022,MT,0.930126,E,B,False,0.280001,letra,0.712446,4
qwen2.5-0.5b,questao_144,2022,MT,0.654701,B,D,False,0.283071,letra,0.714968,4
qwen2.5-0.5b,questao_145,2022,MT,0.929411,E,D,False,0.192824,letra,0.638652,4
qwen2.5-0.5b,questao_147,2022,MT,0.868705,E,E,True,0.389685,letra,0.733143,4
qwen2.5-0.5b,questao_149,2022,MT,0.91712,E,D,False,0.263872,letra,0.666696,4
qwen2.5-0.5b,questao_150,2022,MT,0.83816,D,B,False,0.298391,letra,0.718447,4
qwen2.5-0.5b,questao_151,2022,MT,0.90896,D,A,False,0.271232,letra,0.698215,4
qwen2.5-0.5b,questao_152,2022,MT,0.855325,D,A,False,0.19429,letra,0.629303,4
qwen2.5-0.5b,questao_153,2022,MT,0.830057,E,A,False,0.232025,letra,0.704291,4
qwen2.5-0.5b,questao_154,2022,MT,0.91924,E,A,False,0.286473,letra,0.660713,4
qwen2.5-0.5b,questao_158,2022,MT,0.914753,E,C,False,0.299517,letra,0.720154,4
qwen2.5-0.5b,questao_159,2022,MT,0.927055,D,B,False,0.237687,letra,0.290248,4
qwen2.5-0.5b,questao_160,2022,MT,0.917348,E,C,False,0.322739,letra,0.686623,4
qwen2.5-0.5b,questao_161,2022,MT,0.920411,E,C,False,0.226218,letra,0.658499,4
qwen2.5-0.5b,questao_162,2022,MT,0.827346,E,C,False,0.320269,letra,0.671802,4
qwen2.5-0.5b,questao_163,2022,MT,0.897453,E,B,False,0.233784,letra,0.291651,4
qwen2.5-0.5b,questao_164,2022,MT,0.882994,E,C,False,0.331768,letra,0.679056,4
qwen2.5-0.5b,questao_166,2022,MT,0.90478,E,D,False,0.157552,letra,0.201553,4
qwen2.5-0.5b,questao_167,2022,MT,0.901455,E,B,False,0.410653,letra,0.732286,4
qwen2.5-0.5b,questao_169,2022,MT,0.929825,D,E,False,0.252729,letra,0.662617,4
qwen2.5-0.5b,questao_170,2022,MT,0.917987,E,E,True,0.299274,letra,0.688527,4
qwen2.5-0.5b,questao_171,2022,MT,0.988866,D,C,False,0.303284,letra,0.775705,4
qwen2.5-0.5b,questao_172,2022,MT,0.965632,E,B,False,0.28805,letra,0.691456,4
qwen2.5-0.5b,questao_173,2022,MT,0.92066,D,D,True,0.213758,letra,0.637786,4
qwen2.5-0.5b,questao_174,2022,MT,0.872349,E,C,False,0.215477,letra,0.661255,4
qwen2.5-0.5b,questao_175,2022,MT,0.945846,E,A,False,0.20545,letra,0.641507,4
qwen2.5-0.5b,questao_176,2022,MT,0.964467,E,B,False,0.267569,letra,0.663505,4
qwen2.5-0.5b,questao_179,2022,MT,0.99056,D,C,False,0.232408,letra,0.23167,4
qwen2.5-0.5b,questao_01,2023,LC,0.702851,C,B,False,0.48188,letra,0.794905,4
qwen2.5-0.5b,questao_02,2023,LC,0.610299,D,D,True,0.441415,letra,0.809962,4
qwen2.5-0.5b,questao_05,2023,LC,0.626231,A,A,True,0.357191,letra,0.725817,4
qwen2.5-0.5b,questao_06,2023,LC,0.712283,E,A,False,0.258571,letra,0.698413,4
qwen2.5-0.5b,questao_08,2023,LC,0.663574,E,E,True,0.480023,letra,0.621768,4
qwen2.5-0.5b,questao_09,2023,LC,0.713591,D,C,False,0.365263,letra,0.63279,4
qwen2.5-0.5b,questao_10,2023,LC,0.631075,D,B,False,0.304401,letra,0.709368,4
qwen2.5-0.5b,questao_11,2023,LC,0.4777,B,B,True,0.380242,letra,0.731273,4
qwen2.5-0.5b,questao_12,2023,LC,0.492278,E,E,True,0.627606,letra,0.693695,4
qwen2.5-0.5b,questao_13,2023,LC,0.431319,B,A,False,0.217957,letra,0.538297,4
qwen2.5-0.5b,questao_14,2023,LC,0.683612,E,A,False,0.343883,letra,0.639682,4
qwen2.5-0.5b,questao_15,2023,LC,0.774123,D,C,False,0.275279,letra,0.689835,4
qwen2.5-0.5b,questao_16,2023,LC,0.502285,D,A,False,0.286483,letra,0.511796,4
qwen2.5-0.5b,questao_17,2023,LC,0.54071,E,A,False,0.286028,letra,0.53647,4
qwen2.5-0.5b,questao_20,2023,LC,0.872112,D,E,False,0.232285,letra,0.610182,4
qwen2.5-0.5b,questao_21,2023,LC,0.602598,E,A,False,0.241893,letra,0.625128,4
qwen2.5-0.5b,questao_22,2023,LC,0.768165,E,C,False,0.349135,letra,0.620904,4
qwen2.5-0.5b,questao_23,2023,LC,0.697223,C,B,False,0.310648,letra,0.68476,4
qwen2.5-0.5b,questao_24,2023,LC,0.920735,E,C,False,0.22218,letra,0.458045,4
qwen2.5-0.5b,questao_25,2023,LC,0.548891,E,A,False,0.290901,letra,0.289355,4
qwen2.5-0.5b,questao_26,2023,LC,0.466988,E,C,False,0.452835,letra,0.733386,4
qwen2.5-0.5b,questao_27,2023,LC,0.562524,C,C,True,0.343843,letra,0.650373,4
qwen2.5-0.5b,questao_28,2023,LC,0.839069,E,C,False,0.44919,letra,0.66694,4
qwen2.5-0.5b,questao_30,2023,LC,0.502227,D,D,True,0.328422,letra,0.707575,4
qwen2.5-0.5b,questao_31,2023,LC,0.868677,E,E,True,0.383628,letra,0.594581,4
qwen2.5-0.5b,questao_32,2023,LC,0.569693,E,D,False,0.263506,letra,0.552096,4
qwen2.5-0.5b,questao_33,2023,LC,0.639932,B,A,False,0.343326,letra,0.736787,4
qwen2.5-0.5b,questao_34,2023,LC,0.644922,D,D,True,0.506033,letra,0.715758,4
qwen2.5-0.5b,questao_35,2023,LC,0.917822,C,B,False,0.291537,letra,0.6288,4
qwen2.5-0.5b,questao_36,2023,LC,0.916246,B,D,False,0.287102,letra,0.544769,4
qwen2.5-0.5b,questao_37,2023,LC,0.484977,E,B,False,0.377016,letra,0.549773,4
qwen2.5-0.5b,questao_38,2023,LC,0.832162,E,E,True,0.301144,letra,0.622804,4
qwen2.5-0.5b,questao_39,2023,LC,0.584071,E,E,True,0.539276,letra,0.720515,4
qwen2.5-0.5b,questao_40,2023,LC,0.38281,D,D,True,0.391018,letra,0.623096,4
qwen2.5-0.5b,questao_41,2023,LC,0.623521,E,D,False,0.443711,letra,0.640602,4
qwen2.5-0.5b,questao_42,2023,LC,0.759427,E,A,False,0.458255,letra,0.729598,4
qwen2.5-0.5b,questao_43,2023,LC,0.627426,E,C,False,0.554912,letra,0.303978,4
qwen2.5-0.5b,questao_44,2023,LC,0.694629,B,C,False,0.274695,letra,0.571691,4
qwen2.5-0.5b,questao_45,2023,LC,0.691122,E,C,False,0.237635,letra,0.697431,4
qwen2.5-0.5b,questao_46,2023,CH,0.349738,A,A,True,0.283553,letra,0.672422,4
qwen2.5-0.5b,questao_47,2023,CH,0.532173,B,B,True,0.902908,letra,0.813508,4
qwen2.5-0.5b,questao_48,2023,CH,0.520209,E,C,False,0.352882,letra,0.665447,4
qwen2.5-0.5b,questao_49,2023,CH,0.566135,D,D,True,0.412572,letra,0.692554,4
qwen2.5-0.5b,questao_50,2023,CH,0.597115,B,C,False,0.359071,letra,0.62161,4
qwen2.5-0.5b,questao_51,2023,CH,0.67026,E,B,False,0.349355,letra,0.7192,4
qwen2.5-0.5b,questao_52,2023,CH,0.57879,D,D,True,0.365901,letra,0.754103,4
qwen2.5-0.5b,questao_55,2023,CH,0.647028,D,D,True,0.351082,letra,0.680565,4
qwen2.5-0.5b,questao_56,2023,CH,0.720858,B,A,False,0.477949,letra,0.621203,4
qwen2.5-0.5b,questao_57,2023,CH,0.661738,D,E,False,0.295197,letra,0.719262,4
qwen2.5-0.5b,questao_58,2023,CH,0.662132,E,A,False,0.52321,letra,0.767732,4
qwen2.5-0.5b,questao_60,2023,CH,0.660226,E,E,True,0.333032,letra,0.559338,4
qwen2.5-0.5b,questao_61,2023,CH,0.76697,D,E,False,0.244788,letra,0.670585,4
qwen2.5-0.5b,questao_62,2023,CH,0.785601,E,C,False,0.281059,letra,0.54023,4
qwen2.5-0.5b,questao_63,2023,CH,0.765914,E,A,False,0.668371,letra,0.722485,4
qwen2.5-0.5b,questao_64,2023,CH,0.694408,E,B,False,0.262544,letra,0.646446,4
qwen2.5-0.5b,questao_65,2023,CH,0.933256,E,A,False,0.259748,letra,0.473157,4
qwen2.5-0.5b,questao_67,2023,CH,0.813103,E,B,False,0.273662,letra,0.663566,4
qwen2.5-0.5b,questao_68,2023,CH,0.826424,D,E,False,0.343962,letra,0.695837,4
qwen2.5-0.5b,questao_69,2023,CH,0.767381,E,A,False,0.290598,letra,0.714892,4
qwen2.5-0.5b,questao_70,2023,CH,0.87822,B,B,True,0.244437,letra,0.510589,4
qwen2.5-0.5b,questao_71,2023,CH,0.80316,E,A,False,0.271934,letra,0.540401,4
qwen2.5-0.5b,questao_72,2023,CH,0.73954,D,D,True,0.28862,letra,0.698928,4
qwen2.5-0.5b,questao_73,2023,CH,0.688151,E,E,True,0.438516,letra,0.731636,4
qwen2.5-0.5b,questao_74,2023,CH,0.677914,B,B,True,0.442717,letra,0.677293,4
qwen2.5-0.5b,questao_75,2023,CH,0.832004,D,A,False,0.309325,letra,0.736689,4
qwen2.5-0.5b,questao_76,2023,CH,0.915215,A,A,True,0.285221,letra,0.584146,4
qwen2.5-0.5b,questao_77,2023,CH,0.623594,C,B,False,0.661336,letra,0.840582,4
qwen2.5-0.5b,questao_78,2023,CH,0.560044,E,C,False,0.543747,letra,0.749859,4
qwen2.5-0.5b,questao_79,2023,CH,0.844646,D,D,True,0.364204,letra,0.681853,4
qwen2.5-0.5b,questao_80,2023,CH,0.683196,E,C,False,0.313969,letra,0.6976,4
qwen2.5-0.5b,questao_81,2023,CH,0.869904,D,A,False,0.265493,letra,0.552887,4
qwen2.5-0.5b,questao_83,2023,CH,0.67049,A,A,True,0.228496,letra,0.667382,4
qwen2.5-0.5b,questao_84,2023,CH,0.639476,D,D,True,0.290462,letra,0.62378,4
qwen2.5-0.5b,questao_85,2023,CH,0.36405,E,C,False,0.252213,letra,0.625751,4
qwen2.5-0.5b,questao_87,2023,CH,0.560997,B,A,False,0.254633,letra,0.655865,4
qwen2.5-0.5b,questao_88,2023,CH,0.528659,D,A,False,0.277581,letra,0.610438,4
qwen2.5-0.5b,questao_89,2023,CH,0.521464,D,D,True,0.209469,letra,0.728789,4
qwen2.5-0.5b,questao_90,2023,CH,0.449349,D,E,False,0.282127,letra,0.726471,4
qwen2.5-0.5b,questao_91,2023,CN,0.387897,D,C,False,0.302486,letra,0.608736,4
qwen2.5-0.5b,questao_93,2023,CN,0.58145,E,D,False,0.387047,letra,0.548297,4
qwen2.5-0.5b,questao_94,2023,CN,0.621239,D,A,False,0.18193,letra,0.693127,4
qwen2.5-0.5b,questao_96,2023,CN,0.852384,D,E,False,0.35869,letra,0.651018,4
qwen2.5-0.5b,questao_99,2023,CN,0.805323,E,E,True,0.375333,letra,0.528158,4
qwen2.5-0.5b,questao_102,2023,CN,0.833751,E,D,False,0.279651,letra,0.615422,4
qwen2.5-0.5b,questao_103,2023,CN,0.731422,D,B,False,0.212722,letra,0.654162,4
qwen2.5-0.5b,questao_105,2023,CN,0.879598,E,D,False,0.381504,letra,0.660231,4
qwen2.5-0.5b,questao_106,2023,CN,0.812876,E,C,False,0.24932,letra,0.705105,4
qwen2.5-0.5b,questao_107,2023,CN,0.831149,D,C,False,0.272925,letra,0.719726,4
qwen2.5-0.5b,questao_110,2023,CN,0.854885,C,B,False,0.307313,letra,0.701704,4
qwen2.5-0.5b,questao_112,2023,CN,0.878915,E,A,False,0.448304,letra,0.701765,4
qwen2.5-0.5b,questao_115,2023,CN,0.882885,E,A,False,0.533141,letra,0.771969,4
qwen2.5-0.5b,questao_116,2023,CN,0.913599,D,A,False,0.245815,letra,0.656184,4
qwen2.5-0.5b,questao_117,2023,CN,0.667058,D,C,False,0.239602,letra,0.583607,4
qwen2.5-0.5b,questao_118,2023,CN,0.860651,D,D,True,0.280541,letra,0.589946,4
qwen2.5-0.5b,questao_119,2023,CN,0.855609,D,D,True,0.232713,letra,0.710482,4
qwen2.5-0.5b,questao_121,2023,CN,0.901016,C,A,False,0.241875,letra,0.674671,4
qwen2.5-0.5b,questao_122,2023,CN,0.825754,D,C,False,0.308433,letra,0.708708,4
qwen2.5-0.5b,questao_123,2023,CN,0.877746,C,D,False,0.364829,letra,0.772911,4
qwen2.5-0.5b,questao_124,2023,CN,0.820892,E,B,False,0.234829,letra,0.53645,4
qwen2.5-0.5b,questao_125,2023,CN,0.733376,D,E,False,0.314839,letra,0.660552,4
qwen2.5-0.5b,questao_126,2023,CN,0.780963,D,A,False,0.21762,letra,0.657628,4
qwen2.5-0.5b,questao_127,2023,CN,0.767268,D,B,False,0.2464,letra,0.623395,4
qwen2.5-0.5b,questao_128,2023,CN,0.9136,C,D,False,0.282331,letra,0.682319,4
qwen2.5-0.5b,questao_129,2023,CN,0.740181,E,C,False,0.272297,letra,0.600931,4
qwen2.5-0.5b,questao_130,2023,CN,0.536764,E,D,False,0.387065,letra,0.639847,4
qwen2.5-0.5b,questao_131,2023,CN,0.240586,D,B,False,0.228071,letra,0.551038,4
qwen2.5-0.5b,questao_132,2023,CN,0.581572,D,E,False,0.386692,letra,0.691438,4
qwen2.5-0.5b,questao_133,2023,CN,0.935482,E,A,False,0.589648,letra,0.814157,4
qwen2.5-0.5b,questao_134,2023,CN,0.894049,D,B,False,0.325472,letra,0.63886,4
qwen2.5-0.5b,questao_135,2023,CN,0.793486,D,D,True,0.213527,letra,0.604395,4
qwen2.5-0.5b,questao_137,2023,MT,0.861744,E,B,False,0.225414,letra,0.658736,4
qwen2.5-0.5b,questao_140,2023,MT,0.534637,E,E,True,0.389786,letra,0.712962,4
qwen2.5-0.5b,questao_145,2023,MT,0.702728,E,D,False,0.28607,letra,0.656727,4
qwen2.5-0.5b,questao_146,2023,MT,0.929381,E,A,False,0.267037,letra,0.731288,4
qwen2.5-0.5b,questao_149,2023,MT,0.67768,E,C,False,0.219879,letra,0.5643,4
qwen2.5-0.5b,questao_151,2023,MT,0.746541,D,C,False,0.231823,letra,0.645721,4
qwen2.5-0.5b,questao_152,2023,MT,0.948798,E,C,False,0.269284,letra,0.662581,4
qwen2.5-0.5b,questao_153,2023,MT,0.810185,E,A,False,0.252742,letra,0.677722,4
qwen2.5-0.5b,questao_155,2023,MT,0.524219,E,B,False,0.461523,letra,0.748632,4
qwen2.5-0.5b,questao_156,2023,MT,0.924466,D,A,False,0.168275,letra,0.570512,4
qwen2.5-0.5b,questao_158,2023,MT,0.935345,E,D,False,0.260994,letra,0.715128,4
qwen2.5-0.5b,questao_160,2023,MT,0.92799,C,D,False,0.213435,letra,0.708828,4
qwen2.5-0.5b,questao_161,2023,MT,0.781954,E,D,False,0.292015,letra,0.670001,4
qwen2.5-0.5b,questao_162,2023,MT,0.915299,E,A,False,0.260708,letra,0.622079,4
qwen2.5-0.5b,questao_163,2023,MT,0.79327,D,E,False,0.227756,letra,0.63455,4
qwen2.5-0.5b,questao_165,2023,MT,0.797089,E,E,True,0.21155,letra,0.651678,4
qwen2.5-0.5b,questao_166,2023,MT,0.918496,D,A,False,0.214329,letra,0.620574,4
qwen2.5-0.5b,questao_167,2023,MT,0.821436,E,B,False,0.227087,letra,0.664404,4
qwen2.5-0.5b,questao_171,2023,MT,0.852829,E,D,False,0.237885,letra,0.641519,4
qwen2.5-0.5b,questao_173,2023,MT,0.762311,E,C,False,0.272868,letra,0.668919,4
qwen2.5-0.5b,questao_174,2023,MT,0.874264,A,A,True,0.208156,letra,0.223891,4
qwen2.5-0.5b,questao_175,2023,MT,0.879221,E,D,False,0.22627,letra,0.654307,4
qwen2.5-0.5b,questao_178,2023,MT,0.823268,E,C,False,0.234006,letra,0.456028,4
qwen2.5-0.5b,questao_180,2023,MT,0.892053,E,B,False,0.255459,letra,0.719403,4
qwen2.5-0.5b,questao_01,2024,LC,0.692284,A,A,True,0.252535,letra,0.758439,4
qwen2.5-0.5b,questao_05,2024,LC,0.661637,E,A,False,0.380401,letra,0.679266,4
qwen2.5-0.5b,questao_06,2024,LC,0.834939,B,C,False,0.775317,letra,0.860951,4
qwen2.5-0.5b,questao_07,2024,LC,0.597911,D,B,False,0.281453,letra,0.674766,4
qwen2.5-0.5b,questao_08,2024,LC,0.578803,E,E,True,0.613216,letra,0.698074,4
qwen2.5-0.5b,questao_09,2024,LC,0.693618,E,D,False,0.24876,letra,0.573544,4
qwen2.5-0.5b,questao_10,2024,LC,0.509416,D,A,False,0.318405,letra,0.61818,4
qwen2.5-0.5b,questao_11,2024,LC,0.470009,E,D,False,0.456339,letra,0.732892,4
qwen2.5-0.5b,questao_13,2024,LC,0.51153,E,E,True,0.353419,letra,0.592995,4
qwen2.5-0.5b,questao_14,2024,LC,0.497638,E,B,False,0.371,letra,0.647785,4
qwen2.5-0.5b,questao_15,2024,LC,0.403749,E,D,False,0.362113,letra,0.633647,4
qwen2.5-0.5b,questao_17,2024,LC,0.708273,E,B,False,0.462703,letra,0.646872,4
qwen2.5-0.5b,questao_19,2024,LC,0.774708,B,B,True,0.570932,letra,0.751344,4
qwen2.5-0.5b,questao_20,2024,LC,0.406479,E,B,False,0.372398,letra,0.603619,4
qwen2.5-0.5b,questao_21,2024,LC,0.677252,D,C,False,0.353346,letra,0.58243,4
qwen2.5-0.5b,questao_22,2024,LC,0.800214,D,E,False,0.307553,letra,0.619708,4
qwen2.5-0.5b,questao_24,2024,LC,0.860324,E,C,False,0.292437,letra,0.653499,4
