id,ano,area,label,perm_idx,pos_correta,letra_escolhida,conteudo_escolhido_id,acertou,conf_logprob
questao_57,2022,CH,C,4,D,E,3,False,0.308701
questao_58,2022,CH,D,0,D,D,3,True,0.641847
questao_58,2022,CH,D,1,C,C,3,True,0.569497
questao_58,2022,CH,D,2,B,B,3,True,0.343633
questao_58,2022,CH,D,3,A,E,2,False,0.305692
questao_58,2022,CH,D,4,E,E,3,True,0.698847
questao_60,2022,CH,E,0,E,E,4,True,0.62858
questao_60,2022,CH,E,1,D,A,1,False,0.723786
questao_60,2022,CH,E,2,C,E,1,False,0.750294
questao_60,2022,CH,E,3,B,D,1,False,0.660726
questao_60,2022,CH,E,4,A,C,1,False,0.551664
questao_61,2022,CH,D,0,D,D,3,True,0.457842
questao_61,2022,CH,D,1,C,C,3,True,0.354351
questao_61,2022,CH,D,2,B,B,3,True,0.314615
questao_61,2022,CH,D,3,A,E,2,False,0.453198
questao_61,2022,CH,D,4,E,E,3,True,0.597412
questao_62,2022,CH,A,0,A,E,4,False,0.460891
questao_62,2022,CH,A,1,E,D,4,False,0.542702
questao_62,2022,CH,A,2,D,D,0,True,0.290772
questao_62,2022,CH,A,3,C,C,0,True,0.317407
questao_62,2022,CH,A,4,B,D,2,False,0.252357
questao_64,2022,CH,A,0,A,E,4,False,0.496207
questao_64,2022,CH,A,1,E,E,0,True,0.521272
questao_64,2022,CH,A,2,D,E,1,False,0.334814
questao_64,2022,CH,A,3,C,E,2,False,0.359402
questao_64,2022,CH,A,4,B,E,3,False,0.518769
questao_65,2022,CH,D,0,D,E,4,False,0.459263
questao_65,2022,CH,D,1,C,E,0,False,0.403959
questao_65,2022,CH,D,2,B,E,1,False,0.376417
questao_65,2022,CH,D,3,A,E,2,False,0.389954
questao_65,2022,CH,D,4,E,E,3,True,0.59405
questao_66,2022,CH,B,0,B,E,4,False,0.317666
questao_66,2022,CH,B,1,A,A,1,True,0.313553
questao_66,2022,CH,B,2,E,E,1,True,0.708846
questao_66,2022,CH,B,3,D,D,1,True,0.467304
questao_66,2022,CH,B,4,C,C,1,True,0.381751
questao_67,2022,CH,C,0,C,B,1,False,0.419716
questao_67,2022,CH,C,1,B,E,0,False,0.33938
questao_67,2022,CH,C,2,A,D,0,False,0.41857
questao_67,2022,CH,C,3,E,C,0,False,0.306602
questao_67,2022,CH,C,4,D,C,1,False,0.310305
questao_68,2022,CH,D,0,D,D,3,True,0.899044
questao_68,2022,CH,D,1,C,C,3,True,0.867143
questao_68,2022,CH,D,2,B,B,3,True,0.685836
questao_68,2022,CH,D,3,A,A,3,True,0.434198
questao_68,2022,CH,D,4,E,E,3,True,0.91748
questao_70,2022,CH,A,0,A,E,4,False,0.442347
questao_70,2022,CH,A,1,E,D,4,False,0.355543
questao_70,2022,CH,A,2,D,D,0,True,0.456862
questao_70,2022,CH,A,3,C,C,0,True,0.251868
questao_70,2022,CH,A,4,B,E,3,False,0.314632
questao_71,2022,CH,E,0,E,E,4,True,0.703227
questao_71,2022,CH,E,1,D,D,4,True,0.80595
questao_71,2022,CH,E,2,C,C,4,True,0.569188
questao_71,2022,CH,E,3,B,B,4,True,0.485572
questao_71,2022,CH,E,4,A,E,3,False,0.570773
questao_72,2022,CH,C,0,C,C,2,True,0.621565
questao_72,2022,CH,C,1,B,B,2,True,0.573536
questao_72,2022,CH,C,2,A,A,2,True,0.276174
questao_72,2022,CH,C,3,E,E,2,True,0.818142
questao_72,2022,CH,C,4,D,D,2,True,0.83539
questao_73,2022,CH,B,0,B,E,4,False,0.23995
questao_73,2022,CH,B,1,A,E,0,False,0.259125
questao_73,2022,CH,B,2,E,E,1,True,0.313302
questao_73,2022,CH,B,3,D,D,1,True,0.512572
questao_73,2022,CH,B,4,C,C,1,True,0.378829
questao_76,2022,CH,A,0,A,A,0,True,0.478706
questao_76,2022,CH,A,1,E,E,0,True,0.814736
questao_76,2022,CH,A,2,D,D,0,True,0.628326
questao_76,2022,CH,A,3,C,C,0,True,0.586158
questao_76,2022,CH,A,4,B,B,0,True,0.661543
questao_77,2022,CH,E,0,E,E,4,True,0.567561
questao_77,2022,CH,E,1,D,D,4,True,0.702584
questao_77,2022,CH,E,2,C,C,4,True,0.652242
questao_77,2022,CH,E,3,B,B,4,True,0.529808
questao_77,2022,CH,E,4,A,E,3,False,0.294272
questao_78,2022,CH,C,0,C,B,1,False,0.685968
questao_78,2022,CH,C,1,B,E,0,False,0.42026
questao_78,2022,CH,C,2,A,E,1,False,0.61436
questao_78,2022,CH,C,3,E,D,1,False,0.648463
questao_78,2022,CH,C,4,D,C,1,False,0.562822
questao_79,2022,CH,B,0,B,B,1,True,0.722427
questao_79,2022,CH,B,1,A,A,1,True,0.411615
questao_79,2022,CH,B,2,E,E,1,True,0.895627
questao_79,2022,CH,B,3,D,D,1,True,0.884935
questao_79,2022,CH,B,4,C,C,1,True,0.692288
questao_80,2022,CH,E,0,E,D,3,False,0.42884
questao_80,2022,CH,E,1,D,C,3,False,0.408538
questao_80,2022,CH,E,2,C,B,3,False,0.25946
questao_80,2022,CH,E,3,B,E,2,False,0.520344
questao_80,2022,CH,E,4,A,E,3,False,0.575568
questao_81,2022,CH,B,0,B,B,1,True,0.282134
questao_81,2022,CH,B,1,A,E,0,False,0.29085
questao_81,2022,CH,B,2,E,E,1,True,0.472179
questao_81,2022,CH,B,3,D,D,1,True,0.551384
questao_81,2022,CH,B,4,C,E,3,False,0.33201
questao_83,2022,CH,E,0,E,C,2,False,0.330068
questao_83,2022,CH,E,1,D,E,0,False,0.276829
questao_83,2022,CH,E,2,C,E,1,False,0.365952
questao_83,2022,CH,E,3,B,E,2,False,0.459734
questao_83,2022,CH,E,4,A,D,2,False,0.445134
questao_84,2022,CH,E,0,E,E,4,True,0.475063
questao_84,2022,CH,E,1,D,B,2,False,0.351542
questao_84,2022,CH,E,2,C,C,4,True,0.26593
questao_84,2022,CH,E,3,B,B,4,True,0.428203
questao_84,2022,CH,E,4,A,E,3,False,0.282492
questao_85,2022,CH,D,0,D,D,3,True,0.445185
questao_85,2022,CH,D,1,C,C,3,True,0.486378
questao_85,2022,CH,D,2,B,B,3,True,0.370946
questao_85,2022,CH,D,3,A,E,2,False,0.546452
questao_85,2022,CH,D,4,E,E,3,True,0.643666
questao_86,2022,CH,A,0,A,B,1,False,0.385497
questao_86,2022,CH,A,1,E,E,0,True,0.571884
questao_86,2022,CH,A,2,D,D,0,True,0.572539
questao_86,2022,CH,A,3,C,C,0,True,0.50135
questao_86,2022,CH,A,4,B,B,0,True,0.594799
questao_87,2022,CH,D,0,D,E,4,False,0.316842
questao_87,2022,CH,D,1,C,E,0,False,0.701615
questao_87,2022,CH,D,2,B,D,0,False,0.731286
questao_87,2022,CH,D,3,A,C,0,False,0.529457
questao_87,2022,CH,D,4,E,B,0,False,0.332801
questao_88,2022,CH,E,0,E,E,4,True,0.883924
questao_88,2022,CH,E,1,D,D,4,True,0.887603
questao_88,2022,CH,E,2,C,C,4,True,0.647551
questao_88,2022,CH,E,3,B,B,4,True,0.715015
questao_88,2022,CH,E,4,A,A,4,True,0.506806
questao_89,2022,CH,A,0,A,A,0,True,0.710762
questao_89,2022,CH,A,1,E,E,0,True,0.927005
questao_89,2022,CH,A,2,D,D,0,True,0.952026
questao_89,2022,CH,A,3,C,C,0,True,0.843761
questao_89,2022,CH,A,4,B,B,0,True,0.843363
questao_91,2022,CN,D,0,D,D,3,True,0.367024
questao_91,2022,CN,D,1,C,E,0,False,0.418973
questao_91,2022,CN,D,2,B,E,1,False,0.37171
questao_91,2022,CN,D,3,A,E,2,False,0.572396
questao_91,2022,CN,D,4,E,E,3,True,0.757509
questao_95,2022,CN,D,0,D,C,2,False,0.336552
questao_95,2022,CN,D,1,C,B,2,False,0.267954
questao_95,2022,CN,D,2,B,E,1,False,0.4957
questao_95,2022,CN,D,3,A,E,2,False,0.763594
questao_95,2022,CN,D,4,E,D,2,False,0.736561
questao_96,2022,CN,B,0,B,C,2,False,0.255301
questao_96,2022,CN,B,1,A,E,0,False,0.399932
questao_96,2022,CN,B,2,E,A,2,False,0.491586
questao_96,2022,CN,B,3,D,E,2,False,0.456348
questao_96,2022,CN,B,4,C,D,2,False,0.638559
questao_97,2022,CN,E,0,E,D,3,False,0.402802
questao_97,2022,CN,E,1,D,D,4,True,0.577412
questao_97,2022,CN,E,2,C,B,3,False,0.465924
questao_97,2022,CN,E,3,B,B,4,True,0.417074
questao_97,2022,CN,E,4,A,E,3,False,0.481557
questao_98,2022,CN,A,0,A,D,3,False,0.36322
questao_98,2022,CN,A,1,E,D,4,False,0.469021
questao_98,2022,CN,A,2,D,E,1,False,0.272377
questao_98,2022,CN,A,3,C,D,1,False,0.221845
questao_98,2022,CN,A,4,B,E,3,False,0.380789
questao_100,2022,CN,C,0,C,E,4,False,0.256807
questao_100,2022,CN,C,1,B,B,2,True,0.369586
questao_100,2022,CN,C,2,A,E,1,False,0.316258
questao_100,2022,CN,C,3,E,E,2,True,0.802129
questao_100,2022,CN,C,4,D,D,2,True,0.534162
questao_101,2022,CN,A,0,A,E,4,False,0.307307
questao_101,2022,CN,A,1,E,E,0,True,0.572596
questao_101,2022,CN,A,2,D,D,0,True,0.63984
questao_101,2022,CN,A,3,C,C,0,True,0.411435
questao_101,2022,CN,A,4,B,B,0,True,0.52455
questao_102,2022,CN,E,0,E,E,4,True,0.439334
questao_102,2022,CN,E,1,D,D,4,True,0.320596
questao_102,2022,CN,E,2,C,D,0,False,0.26319
questao_102,2022,CN,E,3,B,E,2,False,0.254652
questao_102,2022,CN,E,4,A,E,3,False,0.250461
questao_103,2022,CN,B,0,B,B,1,True,0.443102
questao_103,2022,CN,B,1,A,A,1,True,0.384807
questao_103,2022,CN,B,2,E,E,1,True,0.640222
questao_103,2022,CN,B,3,D,D,1,True,0.820102
questao_103,2022,CN,B,4,C,C,1,True,0.722385
questao_106,2022,CN,E,0,E,E,4,True,0.446182
questao_106,2022,CN,E,1,D,E,0,False,0.37674
questao_106,2022,CN,E,2,C,E,1,False,0.469208
questao_106,2022,CN,E,3,B,E,2,False,0.314207
questao_106,2022,CN,E,4,A,E,3,False,0.371398
questao_107,2022,CN,B,0,B,E,4,False,0.51678
questao_107,2022,CN,B,1,A,E,0,False,0.448457
questao_107,2022,CN,B,2,E,D,0,False,0.348159
questao_107,2022,CN,B,3,D,E,2,False,0.485381
questao_107,2022,CN,B,4,C,E,3,False,0.490719
questao_108,2022,CN,B,0,B,E,4,False,0.315466
questao_108,2022,CN,B,1,A,D,4,False,0.405528
questao_108,2022,CN,B,2,E,E,1,True,0.299931
questao_108,2022,CN,B,3,D,D,1,True,0.362836
questao_108,2022,CN,B,4,C,E,3,False,0.290825
questao_109,2022,CN,C,0,C,C,2,True,0.460008
questao_109,2022,CN,C,1,B,B,2,True,0.560497
questao_109,2022,CN,C,2,A,A,2,True,0.639105
questao_109,2022,CN,C,3,E,E,2,True,0.673364
questao_109,2022,CN,C,4,D,D,2,True,0.684063
questao_113,2022,CN,C,0,C,D,3,False,0.346686
questao_113,2022,CN,C,1,B,D,4,False,0.355057
questao_113,2022,CN,C,2,A,E,1,False,0.248716
questao_113,2022,CN,C,3,E,E,2,True,0.2494
questao_113,2022,CN,C,4,D,E,3,False,0.246129
questao_114,2022,CN,B,0,B,E,4,False,0.337652
questao_114,2022,CN,B,1,A,D,4,False,0.283758
questao_114,2022,CN,B,2,E,E,1,True,0.332123
questao_114,2022,CN,B,3,D,E,2,False,0.388055
questao_114,2022,CN,B,4,C,E,3,False,0.457864
questao_115,2022,CN,D,0,D,D,3,True,0.256786
questao_115,2022,CN,D,1,C,D,4,False,0.271735
questao_115,2022,CN,D,2,B,B,3,True,0.201214
questao_115,2022,CN,D,3,A,E,2,False,0.280091
questao_115,2022,CN,D,4,E,E,3,True,0.28258
questao_116,2022,CN,D,0,D,D,3,True,0.819738
questao_116,2022,CN,D,1,C,C,3,True,0.710866
questao_116,2022,CN,D,2,B,B,3,True,0.733069
questao_116,2022,CN,D,3,A,A,3,True,0.699782
questao_116,2022,CN,D,4,E,E,3,True,0.825402
questao_120,2022,CN,E,0,E,E,4,True,0.898897
questao_120,2022,CN,E,1,D,D,4,True,0.908664
questao_120,2022,CN,E,2,C,C,4,True,0.767403
questao_120,2022,CN,E,3,B,B,4,True,0.711607
questao_120,2022,CN,E,4,A,A,4,True,0.453594
questao_121,2022,CN,A,0,A,E,4,False,0.266128
questao_121,2022,CN,A,1,E,E,0,True,0.261847
questao_121,2022,CN,A,2,D,E,1,False,0.237267
questao_121,2022,CN,A,3,C,E,2,False,0.299279
questao_121,2022,CN,A,4,B,E,3,False,0.282162
questao_124,2022,CN,A,0,A,E,4,False,0.191696
questao_124,2022,CN,A,1,E,D,4,False,0.353525
questao_124,2022,CN,A,2,D,D,0,True,0.281084
questao_124,2022,CN,A,3,C,E,2,False,0.213225
questao_124,2022,CN,A,4,B,B,0,True,0.495163
questao_125,2022,CN,B,0,B,D,3,False,0.224886
questao_125,2022,CN,B,1,A,E,0,False,0.184368
questao_125,2022,CN,B,2,E,E,1,True,0.266262
questao_125,2022,CN,B,3,D,E,2,False,0.285818
questao_125,2022,CN,B,4,C,E,3,False,0.240515
questao_126,2022,CN,C,0,C,E,4,False,0.297113
questao_126,2022,CN,C,1,B,E,0,False,0.260233
questao_126,2022,CN,C,2,A,E,1,False,0.240061
questao_126,2022,CN,C,3,E,E,2,True,0.37665
questao_126,2022,CN,C,4,D,E,3,False,0.275131
questao_127,2022,CN,E,0,E,E,4,True,0.393629
questao_127,2022,CN,E,1,D,E,0,False,0.463291
questao_127,2022,CN,E,2,C,D,0,False,0.256744
questao_127,2022,CN,E,3,B,E,2,False,0.262673
questao_127,2022,CN,E,4,A,E,3,False,0.382869
questao_129,2022,CN,B,0,B,E,4,False,0.229779
questao_129,2022,CN,B,1,A,A,1,True,0.363408
questao_129,2022,CN,B,2,E,E,1,True,0.394924
questao_129,2022,CN,B,3,D,E,2,False,0.282393
questao_129,2022,CN,B,4,C,E,3,False,0.333966
questao_130,2022,CN,E,0,E,E,4,True,0.263609
questao_130,2022,CN,E,1,D,D,4,True,0.448243
questao_130,2022,CN,E,2,C,D,0,False,0.306553
questao_130,2022,CN,E,3,B,C,0,False,0.245867
questao_130,2022,CN,E,4,A,B,0,False,0.260235
questao_133,2022,CN,D,0,D,D,3,True,0.599066
questao_133,2022,CN,D,1,C,C,3,True,0.51705
questao_133,2022,CN,D,2,B,B,3,True,0.624674
questao_133,2022,CN,D,3,A,A,3,True,0.479959
questao_133,2022,CN,D,4,E,E,3,True,0.796759
questao_134,2022,CN,B,0,B,D,3,False,0.293604
questao_134,2022,CN,B,1,A,B,2,False,0.199867
questao_134,2022,CN,B,2,E,E,1,True,0.167475
questao_134,2022,CN,B,3,D,D,1,True,0.205723
questao_134,2022,CN,B,4,C,D,2,False,0.451797
questao_135,2022,CN,A,0,A,B,1,False,0.290894
