model,id,ano,area,difficulty_score,escolhido,label,acertou,confianca,conf_metodo,conf_app,n_predict
qwen2.5-7b,questao_85,2022,CH,0.626315,D,D,True,0.968445,letra,0.648376,4
qwen2.5-7b,questao_86,2022,CH,0.705689,A,A,True,0.961891,letra,0.642415,4
qwen2.5-7b,questao_87,2022,CH,0.793961,D,D,True,0.957672,letra,0.63973,4
qwen2.5-7b,questao_88,2022,CH,0.658649,E,E,True,0.934329,letra,0.731347,4
qwen2.5-7b,questao_89,2022,CH,0.395534,A,A,True,0.963006,letra,0.64962,4
qwen2.5-7b,questao_91,2022,CN,0.805908,D,D,True,0.975274,letra,0.678708,4
qwen2.5-7b,questao_95,2022,CN,0.701665,D,D,True,0.953776,letra,0.675314,4
qwen2.5-7b,questao_96,2022,CN,0.925308,C,B,False,0.493238,letra,0.520796,4
qwen2.5-7b,questao_97,2022,CN,0.84609,E,E,True,0.845553,letra,0.690304,4
qwen2.5-7b,questao_98,2022,CN,0.769436,B,A,False,0.629469,letra,0.597418,4
qwen2.5-7b,questao_100,2022,CN,0.687453,C,C,True,0.957449,letra,0.626271,4
qwen2.5-7b,questao_101,2022,CN,0.751584,A,A,True,0.958279,letra,0.663929,4
qwen2.5-7b,questao_102,2022,CN,0.855588,E,E,True,0.570296,letra,0.62568,4
qwen2.5-7b,questao_103,2022,CN,0.812205,B,B,True,0.962934,letra,0.689103,4
qwen2.5-7b,questao_106,2022,CN,0.8217,E,E,True,0.762945,letra,0.681228,4
qwen2.5-7b,questao_107,2022,CN,0.924185,C,B,False,0.88464,letra,0.672382,4
qwen2.5-7b,questao_108,2022,CN,0.916932,C,B,False,0.373435,letra,0.542772,4
qwen2.5-7b,questao_109,2022,CN,0.734382,C,C,True,0.968189,letra,0.694139,4
qwen2.5-7b,questao_113,2022,CN,0.816675,C,C,True,0.94147,letra,0.638173,4
qwen2.5-7b,questao_114,2022,CN,0.809694,C,B,False,0.802195,letra,0.653076,4
qwen2.5-7b,questao_115,2022,CN,0.76989,D,D,True,0.460939,letra,0.522768,4
qwen2.5-7b,questao_116,2022,CN,0.713107,D,D,True,0.94574,letra,0.706364,4
qwen2.5-7b,questao_120,2022,CN,0.733003,E,E,True,0.92133,letra,0.679396,4
qwen2.5-7b,questao_121,2022,CN,0.805141,B,A,False,0.673079,letra,0.617872,4
qwen2.5-7b,questao_124,2022,CN,0.726318,A,A,True,0.948781,letra,0.684279,4
qwen2.5-7b,questao_125,2022,CN,0.889772,B,B,True,0.464855,letra,0.520346,4
qwen2.5-7b,questao_126,2022,CN,0.821287,D,C,False,0.727788,letra,0.613384,4
qwen2.5-7b,questao_127,2022,CN,0.960534,D,E,False,0.533669,letra,0.603646,4
qwen2.5-7b,questao_129,2022,CN,0.833361,B,B,True,0.947438,letra,0.695818,4
qwen2.5-7b,questao_130,2022,CN,0.873434,E,E,True,0.716426,letra,0.697578,4
qwen2.5-7b,questao_133,2022,CN,0.812293,D,D,True,0.947955,letra,0.688144,4
qwen2.5-7b,questao_134,2022,CN,0.867339,C,B,False,0.58245,letra,0.539768,4
qwen2.5-7b,questao_135,2022,CN,0.903268,A,A,True,0.65392,letra,0.467746,4
qwen2.5-7b,questao_138,2022,MT,0.494005,E,E,True,0.791443,letra,0.623242,4
qwen2.5-7b,questao_140,2022,MT,0.656564,D,A,False,0.467136,letra,0.576586,4
qwen2.5-7b,questao_141,2022,MT,0.928705,D,E,False,0.393712,letra,0.553165,4
qwen2.5-7b,questao_142,2022,MT,0.705689,B,A,False,0.323161,letra,0.51048,4
qwen2.5-7b,questao_143,2022,MT,0.930126,C,B,False,0.63557,letra,0.527531,4
qwen2.5-7b,questao_144,2022,MT,0.654701,D,D,True,0.880857,letra,0.630071,4
qwen2.5-7b,questao_145,2022,MT,0.929411,C,D,False,0.416835,letra,0.503689,4
qwen2.5-7b,questao_147,2022,MT,0.868705,D,E,False,0.447233,letra,0.429619,4
qwen2.5-7b,questao_149,2022,MT,0.91712,B,D,False,0.30361,letra,0.48756,4
qwen2.5-7b,questao_150,2022,MT,0.83816,C,B,False,0.827298,letra,0.538718,4
qwen2.5-7b,questao_151,2022,MT,0.90896,C,A,False,0.837751,letra,0.619514,4
qwen2.5-7b,questao_152,2022,MT,0.855325,C,A,False,0.447757,letra,0.486628,4
qwen2.5-7b,questao_153,2022,MT,0.830057,D,A,False,0.833328,letra,0.618558,4
qwen2.5-7b,questao_154,2022,MT,0.91924,B,A,False,0.743991,letra,0.599114,4
qwen2.5-7b,questao_158,2022,MT,0.914753,C,C,True,0.529697,letra,0.507596,4
qwen2.5-7b,questao_159,2022,MT,0.927055,C,B,False,0.297783,letra,0.523329,4
qwen2.5-7b,questao_160,2022,MT,0.917348,C,C,True,0.549698,letra,0.546101,4
qwen2.5-7b,questao_161,2022,MT,0.920411,C,C,True,0.712377,letra,0.591552,4
qwen2.5-7b,questao_162,2022,MT,0.827346,D,C,False,0.69384,letra,0.599248,4
qwen2.5-7b,questao_163,2022,MT,0.897453,E,B,False,0.819227,letra,0.693592,4
qwen2.5-7b,questao_164,2022,MT,0.882994,A,C,False,0.561091,letra,0.440099,4
qwen2.5-7b,questao_166,2022,MT,0.90478,D,D,True,0.423157,letra,0.551702,4
qwen2.5-7b,questao_167,2022,MT,0.901455,D,B,False,0.481004,letra,0.503322,4
qwen2.5-7b,questao_169,2022,MT,0.929825,C,E,False,0.785049,letra,0.635923,4
qwen2.5-7b,questao_170,2022,MT,0.917987,C,E,False,0.459397,letra,0.450523,4
qwen2.5-7b,questao_171,2022,MT,0.988866,D,C,False,0.625181,letra,0.485403,4
qwen2.5-7b,questao_172,2022,MT,0.965632,B,B,True,0.617739,letra,0.507362,4
qwen2.5-7b,questao_173,2022,MT,0.92066,D,D,True,0.316702,letra,0.44545,4
qwen2.5-7b,questao_174,2022,MT,0.872349,B,C,False,0.417588,letra,0.479328,4
qwen2.5-7b,questao_175,2022,MT,0.945846,C,A,False,0.638195,letra,0.575135,4
qwen2.5-7b,questao_176,2022,MT,0.964467,C,B,False,0.534851,letra,0.55383,4
qwen2.5-7b,questao_179,2022,MT,0.99056,A,C,False,0.765431,letra,0.511502,4
qwen2.5-7b,questao_01,2023,LC,0.702851,B,B,True,0.918483,letra,0.640574,4
qwen2.5-7b,questao_02,2023,LC,0.610299,D,D,True,0.973117,letra,0.603537,4
qwen2.5-7b,questao_05,2023,LC,0.626231,A,A,True,0.949142,letra,0.591727,4
qwen2.5-7b,questao_06,2023,LC,0.712283,A,A,True,0.94572,letra,0.639645,4
qwen2.5-7b,questao_08,2023,LC,0.663574,E,E,True,0.857398,letra,0.615931,4
qwen2.5-7b,questao_09,2023,LC,0.713591,C,C,True,0.942684,letra,0.593241,4
qwen2.5-7b,questao_10,2023,LC,0.631075,B,B,True,0.940969,letra,0.708037,4
qwen2.5-7b,questao_11,2023,LC,0.4777,B,B,True,0.891768,letra,0.676881,4
qwen2.5-7b,questao_12,2023,LC,0.492278,E,E,True,0.870851,letra,0.668163,4
qwen2.5-7b,questao_13,2023,LC,0.431319,A,A,True,0.951435,letra,0.687838,4
qwen2.5-7b,questao_14,2023,LC,0.683612,A,A,True,0.853778,letra,0.696017,4
qwen2.5-7b,questao_15,2023,LC,0.774123,C,C,True,0.940645,letra,0.66607,4
qwen2.5-7b,questao_16,2023,LC,0.502285,A,A,True,0.947061,letra,0.73474,4
qwen2.5-7b,questao_17,2023,LC,0.54071,A,A,True,0.973038,letra,0.645509,4
qwen2.5-7b,questao_20,2023,LC,0.872112,B,E,False,0.936036,letra,0.636614,4
qwen2.5-7b,questao_21,2023,LC,0.602598,A,A,True,0.957452,letra,0.620058,4
qwen2.5-7b,questao_22,2023,LC,0.768165,C,C,True,0.915396,letra,0.720897,4
qwen2.5-7b,questao_23,2023,LC,0.697223,C,B,False,0.668064,letra,0.623501,4
qwen2.5-7b,questao_24,2023,LC,0.920735,B,C,False,0.914324,letra,0.626761,4
qwen2.5-7b,questao_25,2023,LC,0.548891,A,A,True,0.792726,letra,0.665749,4
qwen2.5-7b,questao_26,2023,LC,0.466988,C,C,True,0.94737,letra,0.646562,4
qwen2.5-7b,questao_27,2023,LC,0.562524,C,C,True,0.967267,letra,0.755259,4
qwen2.5-7b,questao_28,2023,LC,0.839069,B,C,False,0.706867,letra,0.659602,4
qwen2.5-7b,questao_30,2023,LC,0.502227,D,D,True,0.939356,letra,0.701146,4
qwen2.5-7b,questao_31,2023,LC,0.868677,E,E,True,0.907791,letra,0.66859,4
qwen2.5-7b,questao_32,2023,LC,0.569693,D,D,True,0.922447,letra,0.626188,4
qwen2.5-7b,questao_33,2023,LC,0.639932,A,A,True,0.864472,letra,0.654689,4
qwen2.5-7b,questao_34,2023,LC,0.644922,D,D,True,0.951136,letra,0.707698,4
qwen2.5-7b,questao_35,2023,LC,0.917822,B,B,True,0.913726,letra,0.64346,4
qwen2.5-7b,questao_36,2023,LC,0.916246,D,D,True,0.766903,letra,0.700844,4
qwen2.5-7b,questao_37,2023,LC,0.484977,B,B,True,0.870831,letra,0.584123,4
qwen2.5-7b,questao_38,2023,LC,0.832162,A,E,False,0.818118,letra,0.612382,4
qwen2.5-7b,questao_39,2023,LC,0.584071,E,E,True,0.871534,letra,0.691986,4
qwen2.5-7b,questao_40,2023,LC,0.38281,D,D,True,0.910413,letra,0.62324,4
qwen2.5-7b,questao_41,2023,LC,0.623521,D,D,True,0.952961,letra,0.665226,4
qwen2.5-7b,questao_42,2023,LC,0.759427,A,A,True,0.965664,letra,0.652485,4
qwen2.5-7b,questao_43,2023,LC,0.627426,C,C,True,0.973511,letra,0.659297,4
qwen2.5-7b,questao_44,2023,LC,0.694629,C,C,True,0.975094,letra,0.686665,4
qwen2.5-7b,questao_45,2023,LC,0.691122,A,C,False,0.905538,letra,0.663343,4
qwen2.5-7b,questao_46,2023,CH,0.349738,A,A,True,0.972594,letra,0.68424,4
qwen2.5-7b,questao_47,2023,CH,0.532173,B,B,True,0.933754,letra,0.605696,4
qwen2.5-7b,questao_48,2023,CH,0.520209,C,C,True,0.971703,letra,0.625999,4
qwen2.5-7b,questao_49,2023,CH,0.566135,D,D,True,0.899963,letra,0.726117,4
qwen2.5-7b,questao_50,2023,CH,0.597115,C,C,True,0.974514,letra,0.671235,4
qwen2.5-7b,questao_51,2023,CH,0.67026,B,B,True,0.942229,letra,0.657573,4
qwen2.5-7b,questao_52,2023,CH,0.57879,D,D,True,0.980792,letra,0.640196,4
qwen2.5-7b,questao_55,2023,CH,0.647028,D,D,True,0.971545,letra,0.603766,4
qwen2.5-7b,questao_56,2023,CH,0.720858,A,A,True,0.922854,letra,0.730798,4
qwen2.5-7b,questao_57,2023,CH,0.661738,E,E,True,0.816977,letra,0.680214,4
qwen2.5-7b,questao_58,2023,CH,0.662132,A,A,True,0.97302,letra,0.67536,4
qwen2.5-7b,questao_60,2023,CH,0.660226,E,E,True,0.782376,letra,0.674759,4
qwen2.5-7b,questao_61,2023,CH,0.76697,E,E,True,0.934558,letra,0.734491,4
qwen2.5-7b,questao_62,2023,CH,0.785601,C,C,True,0.761029,letra,0.664337,4
qwen2.5-7b,questao_63,2023,CH,0.765914,A,A,True,0.947754,letra,0.61546,4
qwen2.5-7b,questao_64,2023,CH,0.694408,B,B,True,0.944255,letra,0.605959,4
qwen2.5-7b,questao_65,2023,CH,0.933256,A,A,True,0.962276,letra,0.656863,4
qwen2.5-7b,questao_67,2023,CH,0.813103,B,B,True,0.958537,letra,0.670923,4
qwen2.5-7b,questao_68,2023,CH,0.826424,E,E,True,0.939733,letra,0.761441,4
qwen2.5-7b,questao_69,2023,CH,0.767381,A,A,True,0.971268,letra,0.620061,4
qwen2.5-7b,questao_70,2023,CH,0.87822,B,B,True,0.937338,letra,0.773373,4
qwen2.5-7b,questao_71,2023,CH,0.80316,A,A,True,0.9605,letra,0.688118,4
qwen2.5-7b,questao_72,2023,CH,0.73954,D,D,True,0.96957,letra,0.726652,4
qwen2.5-7b,questao_73,2023,CH,0.688151,E,E,True,0.939214,letra,0.724647,4
qwen2.5-7b,questao_74,2023,CH,0.677914,B,B,True,0.938696,letra,0.675393,4
qwen2.5-7b,questao_75,2023,CH,0.832004,A,A,True,0.958804,letra,0.619479,4
qwen2.5-7b,questao_76,2023,CH,0.915215,A,A,True,0.964998,letra,0.698876,4
qwen2.5-7b,questao_77,2023,CH,0.623594,B,B,True,0.945135,letra,0.701537,4
qwen2.5-7b,questao_78,2023,CH,0.560044,C,C,True,0.973411,letra,0.678114,4
qwen2.5-7b,questao_79,2023,CH,0.844646,D,D,True,0.850989,letra,0.678197,4
qwen2.5-7b,questao_80,2023,CH,0.683196,C,C,True,0.959139,letra,0.687667,4
qwen2.5-7b,questao_81,2023,CH,0.869904,A,A,True,0.926602,letra,0.656751,4
qwen2.5-7b,questao_83,2023,CH,0.67049,A,A,True,0.966321,letra,0.698988,4
qwen2.5-7b,questao_84,2023,CH,0.639476,D,D,True,0.943313,letra,0.707806,4
qwen2.5-7b,questao_85,2023,CH,0.36405,C,C,True,0.975471,letra,0.66735,4
qwen2.5-7b,questao_87,2023,CH,0.560997,A,A,True,0.923224,letra,0.659112,4
qwen2.5-7b,questao_88,2023,CH,0.528659,A,A,True,0.965935,letra,0.666229,4
qwen2.5-7b,questao_89,2023,CH,0.521464,D,D,True,0.962678,letra,0.670547,4
qwen2.5-7b,questao_90,2023,CH,0.449349,E,E,True,0.896989,letra,0.649038,4
qwen2.5-7b,questao_91,2023,CN,0.387897,C,C,True,0.940701,letra,0.671026,4
qwen2.5-7b,questao_93,2023,CN,0.58145,D,D,True,0.915566,letra,0.642002,4
qwen2.5-7b,questao_94,2023,CN,0.621239,A,A,True,0.64458,letra,0.466934,4
qwen2.5-7b,questao_96,2023,CN,0.852384,E,E,True,0.955718,letra,0.732781,4
qwen2.5-7b,questao_99,2023,CN,0.805323,E,E,True,0.728615,letra,0.6629,4
qwen2.5-7b,questao_102,2023,CN,0.833751,D,D,True,0.919949,letra,0.715534,4
qwen2.5-7b,questao_103,2023,CN,0.731422,C,B,False,0.509502,letra,0.601326,4
qwen2.5-7b,questao_105,2023,CN,0.879598,B,D,False,0.579114,letra,0.639455,4
qwen2.5-7b,questao_106,2023,CN,0.812876,C,C,True,0.949855,letra,0.664135,4
qwen2.5-7b,questao_107,2023,CN,0.831149,B,C,False,0.576887,letra,0.482371,4
qwen2.5-7b,questao_110,2023,CN,0.854885,B,B,True,0.95441,letra,0.577403,4
qwen2.5-7b,questao_112,2023,CN,0.878915,B,A,False,0.521203,letra,0.564269,4
qwen2.5-7b,questao_115,2023,CN,0.882885,B,A,False,0.849854,letra,0.648357,4
qwen2.5-7b,questao_116,2023,CN,0.913599,C,A,False,0.605465,letra,0.618014,4
qwen2.5-7b,questao_117,2023,CN,0.667058,C,C,True,0.944341,letra,0.680686,4
qwen2.5-7b,questao_118,2023,CN,0.860651,D,D,True,0.798179,letra,0.682363,4
qwen2.5-7b,questao_119,2023,CN,0.855609,D,D,True,0.885461,letra,0.55942,4
qwen2.5-7b,questao_121,2023,CN,0.901016,A,A,True,0.95958,letra,0.655719,4
qwen2.5-7b,questao_122,2023,CN,0.825754,A,C,False,0.629985,letra,0.603157,4
qwen2.5-7b,questao_123,2023,CN,0.877746,D,D,True,0.885426,letra,0.625748,4
qwen2.5-7b,questao_124,2023,CN,0.820892,B,B,True,0.879211,letra,0.684534,4
qwen2.5-7b,questao_125,2023,CN,0.733376,E,E,True,0.930036,letra,0.706842,4
qwen2.5-7b,questao_126,2023,CN,0.780963,A,A,True,0.964415,letra,0.676381,4
qwen2.5-7b,questao_127,2023,CN,0.767268,B,B,True,0.898344,letra,0.651551,4
qwen2.5-7b,questao_128,2023,CN,0.9136,D,D,True,0.961056,letra,0.686875,4
qwen2.5-7b,questao_129,2023,CN,0.740181,C,C,True,0.941423,letra,0.741194,4
qwen2.5-7b,questao_130,2023,CN,0.536764,D,D,True,0.862558,letra,0.593153,4
qwen2.5-7b,questao_131,2023,CN,0.240586,B,B,True,0.930888,letra,0.61136,4
qwen2.5-7b,questao_132,2023,CN,0.581572,E,E,True,0.864236,letra,0.685738,4
qwen2.5-7b,questao_133,2023,CN,0.935482,A,A,True,0.964117,letra,0.58994,4
qwen2.5-7b,questao_134,2023,CN,0.894049,D,B,False,0.952418,letra,0.714996,4
qwen2.5-7b,questao_135,2023,CN,0.793486,C,D,False,0.714815,letra,0.522566,4
qwen2.5-7b,questao_137,2023,MT,0.861744,B,B,True,0.271189,letra,0.421874,4
qwen2.5-7b,questao_140,2023,MT,0.534637,D,E,False,0.947274,letra,0.548958,4
qwen2.5-7b,questao_145,2023,MT,0.702728,D,D,True,0.908033,letra,0.541376,4
qwen2.5-7b,questao_146,2023,MT,0.929381,B,A,False,0.578935,letra,0.523097,4
qwen2.5-7b,questao_149,2023,MT,0.67768,D,C,False,0.931979,letra,0.642338,4
qwen2.5-7b,questao_151,2023,MT,0.746541,C,C,True,0.917502,letra,0.585392,4
qwen2.5-7b,questao_152,2023,MT,0.948798,D,C,False,0.441643,letra,0.523429,4
qwen2.5-7b,questao_153,2023,MT,0.810185,A,A,True,0.917119,letra,0.566877,4
qwen2.5-7b,questao_155,2023,MT,0.524219,B,B,True,0.388916,letra,0.446715,4
qwen2.5-7b,questao_156,2023,MT,0.924466,C,A,False,0.665217,letra,0.566414,4
qwen2.5-7b,questao_158,2023,MT,0.935345,D,D,True,0.501293,letra,0.524599,4
qwen2.5-7b,questao_160,2023,MT,0.92799,B,D,False,0.497569,letra,0.437437,4
qwen2.5-7b,questao_161,2023,MT,0.781954,D,D,True,0.324925,letra,0.444831,4
qwen2.5-7b,questao_162,2023,MT,0.915299,D,A,False,0.798948,letra,0.708626,4
qwen2.5-7b,questao_163,2023,MT,0.79327,C,E,False,0.862622,letra,0.575501,4
qwen2.5-7b,questao_165,2023,MT,0.797089,E,E,True,0.669162,letra,0.527364,4
qwen2.5-7b,questao_166,2023,MT,0.918496,D,A,False,0.57858,letra,0.469986,4
qwen2.5-7b,questao_167,2023,MT,0.821436,C,B,False,0.640392,letra,0.536448,4
qwen2.5-7b,questao_171,2023,MT,0.852829,B,D,False,0.615252,letra,0.604522,4
qwen2.5-7b,questao_173,2023,MT,0.762311,C,C,True,0.809165,letra,0.56595,4
qwen2.5-7b,questao_174,2023,MT,0.874264,C,A,False,0.642131,letra,0.575719,4
qwen2.5-7b,questao_175,2023,MT,0.879221,D,D,True,0.53654,letra,0.488139,4
qwen2.5-7b,questao_178,2023,MT,0.823268,C,C,True,0.854625,letra,0.715928,4
qwen2.5-7b,questao_180,2023,MT,0.892053,B,B,True,0.941975,letra,0.655371,4
qwen2.5-7b,questao_01,2024,LC,0.692284,A,A,True,0.988332,letra,0.709295,4
qwen2.5-7b,questao_05,2024,LC,0.661637,A,A,True,0.976649,letra,0.630341,4
qwen2.5-7b,questao_06,2024,LC,0.834939,D,C,False,0.947402,letra,0.590665,4
qwen2.5-7b,questao_07,2024,LC,0.597911,A,B,False,0.787822,letra,0.597119,4
qwen2.5-7b,questao_08,2024,LC,0.578803,E,E,True,0.921874,letra,0.705374,4
qwen2.5-7b,questao_09,2024,LC,0.693618,D,D,True,0.864608,letra,0.654405,4
qwen2.5-7b,questao_10,2024,LC,0.509416,A,A,True,0.969215,letra,0.707446,4
qwen2.5-7b,questao_11,2024,LC,0.470009,D,D,True,0.983804,letra,0.622298,4
qwen2.5-7b,questao_13,2024,LC,0.51153,E,E,True,0.75424,letra,0.702671,4
qwen2.5-7b,questao_14,2024,LC,0.497638,B,B,True,0.910828,letra,0.585539,4
qwen2.5-7b,questao_15,2024,LC,0.403749,D,D,True,0.980011,letra,0.640885,4
qwen2.5-7b,questao_17,2024,LC,0.708273,B,B,True,0.853986,letra,0.589766,4
qwen2.5-7b,questao_19,2024,LC,0.774708,B,B,True,0.924983,letra,0.556925,4
qwen2.5-7b,questao_20,2024,LC,0.406479,D,B,False,0.707468,letra,0.632678,4
qwen2.5-7b,questao_21,2024,LC,0.677252,D,C,False,0.939871,letra,0.634493,4
qwen2.5-7b,questao_22,2024,LC,0.800214,D,E,False,0.632921,letra,0.538749,4
qwen2.5-7b,questao_24,2024,LC,0.860324,D,C,False,0.864391,letra,0.726451,4
qwen2.5-7b,questao_25,2024,LC,0.705995,B,B,True,0.927403,letra,0.729462,4
qwen2.5-7b,questao_26,2024,LC,0.793942,A,D,False,0.960758,letra,0.710775,4
qwen2.5-7b,questao_28,2024,LC,0.887701,B,B,True,0.946972,letra,0.636274,4
qwen2.5-7b,questao_29,2024,LC,0.80011,D,A,False,0.949637,letra,0.683829,4
qwen2.5-7b,questao_30,2024,LC,0.730021,B,D,False,0.698497,letra,0.693245,4
qwen2.5-7b,questao_31,2024,LC,0.734799,D,D,True,0.942871,letra,0.657497,4
qwen2.5-7b,questao_32,2024,LC,0.673857,D,D,True,0.88769,letra,0.739636,4
qwen2.5-7b,questao_33,2024,LC,0.582601,C,C,True,0.977868,letra,0.709619,4
qwen2.5-7b,questao_34,2024,LC,0.613534,B,B,True,0.888465,letra,0.61616,4
qwen2.5-7b,questao_35,2024,LC,0.648121,D,D,True,0.950026,letra,0.752181,4
qwen2.5-7b,questao_36,2024,LC,0.491961,E,E,True,0.870063,letra,0.729083,4
qwen2.5-7b,questao_37,2024,LC,0.574247,D,D,True,0.93526,letra,0.670046,4
