model,id,ano,area,difficulty_score,escolhido,label,acertou,confianca,conf_metodo,conf_app,n_predict
llama-3.2-1b,questao_58,2022,CH,0.723668,A,D,False,0.727637,letra,0.612546,4
llama-3.2-1b,questao_60,2022,CH,0.71618,B,E,False,0.724345,letra,0.699913,4
llama-3.2-1b,questao_61,2022,CH,0.789135,D,D,True,0.637944,letra,0.608295,4
llama-3.2-1b,questao_62,2022,CH,0.601392,A,A,True,0.649158,letra,0.534749,4
llama-3.2-1b,questao_64,2022,CH,0.702995,A,A,True,0.848658,letra,0.694149,4
llama-3.2-1b,questao_65,2022,CH,0.741935,A,D,False,0.462922,letra,0.409884,4
llama-3.2-1b,questao_66,2022,CH,0.725153,B,B,True,0.341355,letra,0.538089,4
llama-3.2-1b,questao_67,2022,CH,0.894008,B,C,False,0.558962,letra,0.736121,4
llama-3.2-1b,questao_68,2022,CH,0.689594,B,D,False,0.558624,letra,0.743103,4
llama-3.2-1b,questao_70,2022,CH,0.792879,A,A,True,0.508659,letra,0.468273,4
llama-3.2-1b,questao_71,2022,CH,0.576338,A,E,False,0.312599,letra,0.506207,4
llama-3.2-1b,questao_72,2022,CH,0.832687,C,C,True,0.746263,letra,0.550396,4
llama-3.2-1b,questao_73,2022,CH,0.9047,B,B,True,0.392327,letra,0.566153,4
llama-3.2-1b,questao_76,2022,CH,0.865012,A,A,True,0.605007,letra,0.641722,4
llama-3.2-1b,questao_77,2022,CH,0.616711,D,E,False,0.299287,letra,0.558879,4
llama-3.2-1b,questao_78,2022,CH,0.666087,B,C,False,0.73722,letra,0.573021,4
llama-3.2-1b,questao_79,2022,CH,0.679551,B,B,True,0.57112,letra,0.649026,4
llama-3.2-1b,questao_80,2022,CH,0.889448,B,E,False,0.586479,letra,0.653717,4
llama-3.2-1b,questao_81,2022,CH,0.912115,A,B,False,0.395143,letra,0.41844,4
llama-3.2-1b,questao_83,2022,CH,0.831073,B,E,False,0.601092,letra,0.716382,4
llama-3.2-1b,questao_84,2022,CH,0.767853,E,E,True,0.644478,letra,0.626305,4
llama-3.2-1b,questao_85,2022,CH,0.626315,D,D,True,0.329629,letra,0.339438,4
llama-3.2-1b,questao_86,2022,CH,0.705689,A,A,True,0.466258,letra,0.473767,4
llama-3.2-1b,questao_87,2022,CH,0.793961,D,D,True,0.300959,letra,0.454728,4
llama-3.2-1b,questao_88,2022,CH,0.658649,E,E,True,0.73418,letra,0.639329,4
llama-3.2-1b,questao_89,2022,CH,0.395534,A,A,True,0.712729,letra,0.583224,4
llama-3.2-1b,questao_91,2022,CN,0.805908,E,D,False,0.426615,letra,0.759019,4
llama-3.2-1b,questao_95,2022,CN,0.701665,D,D,True,0.278041,letra,0.487364,4
llama-3.2-1b,questao_96,2022,CN,0.925308,B,B,True,0.392293,letra,0.467754,4
llama-3.2-1b,questao_97,2022,CN,0.84609,B,E,False,0.490783,letra,0.471132,4
llama-3.2-1b,questao_98,2022,CN,0.769436,B,A,False,0.31453,letra,0.690868,4
llama-3.2-1b,questao_100,2022,CN,0.687453,B,C,False,0.388122,letra,0.568812,4
llama-3.2-1b,questao_101,2022,CN,0.751584,A,A,True,0.518829,letra,0.480938,4
llama-3.2-1b,questao_102,2022,CN,0.855588,A,E,False,0.47401,letra,0.464964,4
llama-3.2-1b,questao_103,2022,CN,0.812205,B,B,True,0.457357,letra,0.466717,4
llama-3.2-1b,questao_106,2022,CN,0.8217,C,E,False,0.271608,letra,0.433898,4
llama-3.2-1b,questao_107,2022,CN,0.924185,B,B,True,0.280038,letra,0.476201,4
llama-3.2-1b,questao_108,2022,CN,0.916932,B,B,True,0.316744,letra,0.670839,4
llama-3.2-1b,questao_109,2022,CN,0.734382,C,C,True,0.491932,letra,0.760145,4
llama-3.2-1b,questao_113,2022,CN,0.816675,B,C,False,0.301364,letra,0.393191,4
llama-3.2-1b,questao_114,2022,CN,0.809694,D,B,False,0.320497,letra,0.432269,4
llama-3.2-1b,questao_115,2022,CN,0.76989,A,D,False,0.347708,letra,0.32575,4
llama-3.2-1b,questao_116,2022,CN,0.713107,D,D,True,0.589466,letra,0.458997,4
llama-3.2-1b,questao_120,2022,CN,0.733003,C,E,False,0.507622,letra,0.829916,4
llama-3.2-1b,questao_121,2022,CN,0.805141,B,A,False,0.51714,letra,0.495038,4
llama-3.2-1b,questao_124,2022,CN,0.726318,A,A,True,0.723879,letra,0.52496,4
llama-3.2-1b,questao_125,2022,CN,0.889772,B,B,True,0.301728,letra,0.486961,4
llama-3.2-1b,questao_126,2022,CN,0.821287,B,C,False,0.321546,letra,0.374411,4
llama-3.2-1b,questao_127,2022,CN,0.960534,A,E,False,0.440174,letra,0.445491,4
llama-3.2-1b,questao_129,2022,CN,0.833361,A,B,False,0.434786,letra,0.738826,4
llama-3.2-1b,questao_130,2022,CN,0.873434,B,E,False,0.321639,letra,0.451239,4
llama-3.2-1b,questao_133,2022,CN,0.812293,D,D,True,0.493794,letra,0.456685,4
llama-3.2-1b,questao_134,2022,CN,0.867339,A,B,False,0.37818,letra,0.459904,4
llama-3.2-1b,questao_135,2022,CN,0.903268,A,A,True,0.312478,letra,0.356747,4
llama-3.2-1b,questao_138,2022,MT,0.494005,B,E,False,0.749042,letra,0.626023,4
llama-3.2-1b,questao_140,2022,MT,0.656564,B,A,False,0.380818,letra,0.55915,4
llama-3.2-1b,questao_141,2022,MT,0.928705,C,E,False,0.296182,letra,0.497692,4
llama-3.2-1b,questao_142,2022,MT,0.705689,B,A,False,0.311433,letra,0.461529,4
llama-3.2-1b,questao_143,2022,MT,0.930126,D,B,False,0.323737,letra,0.480124,4
llama-3.2-1b,questao_144,2022,MT,0.654701,B,D,False,0.337707,letra,0.328463,4
llama-3.2-1b,questao_145,2022,MT,0.929411,B,D,False,0.365997,letra,0.375828,4
llama-3.2-1b,questao_147,2022,MT,0.868705,B,E,False,0.307247,letra,0.460866,4
llama-3.2-1b,questao_149,2022,MT,0.91712,D,D,True,0.348223,letra,0.577174,4
llama-3.2-1b,questao_150,2022,MT,0.83816,B,B,True,0.266132,letra,0.406746,4
llama-3.2-1b,questao_151,2022,MT,0.90896,C,A,False,0.305018,letra,0.442351,4
llama-3.2-1b,questao_152,2022,MT,0.855325,B,A,False,0.270866,letra,0.523644,4
llama-3.2-1b,questao_153,2022,MT,0.830057,D,A,False,0.40461,letra,0.672086,4
llama-3.2-1b,questao_154,2022,MT,0.91924,B,A,False,0.662296,letra,0.604107,4
llama-3.2-1b,questao_158,2022,MT,0.914753,D,C,False,0.387153,letra,0.431653,4
llama-3.2-1b,questao_159,2022,MT,0.927055,B,B,True,0.306285,letra,0.318966,4
llama-3.2-1b,questao_160,2022,MT,0.917348,B,C,False,0.457341,letra,0.487239,4
llama-3.2-1b,questao_161,2022,MT,0.920411,B,C,False,0.343325,letra,0.527742,4
llama-3.2-1b,questao_162,2022,MT,0.827346,B,C,False,0.304319,letra,0.348456,4
llama-3.2-1b,questao_163,2022,MT,0.897453,B,B,True,0.483817,letra,0.570133,4
llama-3.2-1b,questao_164,2022,MT,0.882994,B,C,False,0.400061,letra,0.515796,4
llama-3.2-1b,questao_166,2022,MT,0.90478,B,D,False,0.322204,letra,0.397422,4
llama-3.2-1b,questao_167,2022,MT,0.901455,D,B,False,0.308873,letra,0.418543,4
llama-3.2-1b,questao_169,2022,MT,0.929825,B,E,False,0.27666,letra,0.504075,4
llama-3.2-1b,questao_170,2022,MT,0.917987,B,E,False,0.371708,letra,0.621189,4
llama-3.2-1b,questao_171,2022,MT,0.988866,B,C,False,0.355121,letra,0.524715,4
llama-3.2-1b,questao_172,2022,MT,0.965632,D,B,False,0.263488,letra,0.456493,4
llama-3.2-1b,questao_173,2022,MT,0.92066,B,D,False,0.290957,letra,0.527919,4
llama-3.2-1b,questao_174,2022,MT,0.872349,B,C,False,0.423671,letra,0.641129,4
llama-3.2-1b,questao_175,2022,MT,0.945846,B,A,False,0.332087,letra,0.404334,4
llama-3.2-1b,questao_176,2022,MT,0.964467,B,B,True,0.304655,letra,0.247814,4
llama-3.2-1b,questao_179,2022,MT,0.99056,B,C,False,0.327699,letra,0.642926,4
llama-3.2-1b,questao_01,2023,LC,0.702851,B,B,True,0.700388,letra,0.83738,4
llama-3.2-1b,questao_02,2023,LC,0.610299,D,D,True,0.788731,letra,0.747437,4
llama-3.2-1b,questao_05,2023,LC,0.626231,A,A,True,0.981113,letra,0.598141,4
llama-3.2-1b,questao_06,2023,LC,0.712283,A,A,True,0.758448,letra,0.645201,4
llama-3.2-1b,questao_08,2023,LC,0.663574,B,E,False,0.45326,letra,0.513645,4
llama-3.2-1b,questao_09,2023,LC,0.713591,C,C,True,0.255218,letra,0.749139,4
llama-3.2-1b,questao_10,2023,LC,0.631075,D,B,False,0.526048,letra,0.512494,4
llama-3.2-1b,questao_11,2023,LC,0.4777,B,B,True,0.937688,letra,0.927172,4
llama-3.2-1b,questao_12,2023,LC,0.492278,B,E,False,0.516381,letra,0.720088,4
llama-3.2-1b,questao_13,2023,LC,0.431319,A,A,True,0.303423,letra,0.5868,4
llama-3.2-1b,questao_14,2023,LC,0.683612,C,A,False,0.438264,letra,0.632201,4
llama-3.2-1b,questao_15,2023,LC,0.774123,D,C,False,0.232181,letra,0.502489,4
llama-3.2-1b,questao_16,2023,LC,0.502285,A,A,True,0.664221,letra,0.501296,4
llama-3.2-1b,questao_17,2023,LC,0.54071,A,A,True,0.602962,letra,0.462627,4
llama-3.2-1b,questao_20,2023,LC,0.872112,B,E,False,0.477033,letra,0.590261,4
llama-3.2-1b,questao_21,2023,LC,0.602598,A,A,True,0.701856,letra,0.604534,4
llama-3.2-1b,questao_22,2023,LC,0.768165,E,C,False,0.377548,letra,0.720979,4
llama-3.2-1b,questao_23,2023,LC,0.697223,C,B,False,0.408956,letra,0.689676,4
llama-3.2-1b,questao_24,2023,LC,0.920735,B,C,False,0.851088,letra,0.892092,4
llama-3.2-1b,questao_25,2023,LC,0.548891,A,A,True,0.486802,letra,0.481359,4
llama-3.2-1b,questao_26,2023,LC,0.466988,C,C,True,0.789146,letra,0.790459,4
llama-3.2-1b,questao_27,2023,LC,0.562524,B,C,False,0.610047,letra,0.750621,4
llama-3.2-1b,questao_28,2023,LC,0.839069,D,C,False,0.316274,letra,0.567724,4
llama-3.2-1b,questao_30,2023,LC,0.502227,B,D,False,0.795142,letra,0.726299,4
llama-3.2-1b,questao_31,2023,LC,0.868677,D,E,False,0.534902,letra,0.59076,4
llama-3.2-1b,questao_32,2023,LC,0.569693,A,D,False,0.584842,letra,0.573168,4
llama-3.2-1b,questao_33,2023,LC,0.639932,B,A,False,0.540078,letra,0.633766,4
llama-3.2-1b,questao_34,2023,LC,0.644922,D,D,True,0.820285,letra,0.602015,4
llama-3.2-1b,questao_35,2023,LC,0.917822,A,B,False,0.532273,letra,0.502048,4
llama-3.2-1b,questao_36,2023,LC,0.916246,B,D,False,0.482531,letra,0.705253,4
llama-3.2-1b,questao_37,2023,LC,0.484977,B,B,True,0.831517,letra,0.779253,4
llama-3.2-1b,questao_38,2023,LC,0.832162,A,E,False,0.725082,letra,0.797014,4
llama-3.2-1b,questao_39,2023,LC,0.584071,E,E,True,0.45631,letra,0.458899,4
llama-3.2-1b,questao_40,2023,LC,0.38281,D,D,True,0.733365,letra,0.700406,4
llama-3.2-1b,questao_41,2023,LC,0.623521,E,D,False,0.397977,letra,0.805866,4
llama-3.2-1b,questao_42,2023,LC,0.759427,B,A,False,0.49084,letra,0.732431,4
llama-3.2-1b,questao_43,2023,LC,0.627426,A,C,False,0.311674,letra,0.344249,4
llama-3.2-1b,questao_44,2023,LC,0.694629,A,C,False,0.551684,letra,0.63677,4
llama-3.2-1b,questao_45,2023,LC,0.691122,A,C,False,0.401585,letra,0.501285,4
llama-3.2-1b,questao_46,2023,CH,0.349738,A,A,True,0.307492,letra,0.457826,4
llama-3.2-1b,questao_47,2023,CH,0.532173,B,B,True,0.964143,letra,0.825671,4
llama-3.2-1b,questao_48,2023,CH,0.520209,E,C,False,0.287535,letra,0.785794,4
llama-3.2-1b,questao_49,2023,CH,0.566135,D,D,True,0.526837,letra,0.700155,4
llama-3.2-1b,questao_50,2023,CH,0.597115,A,C,False,0.992244,letra,0.620797,4
llama-3.2-1b,questao_51,2023,CH,0.67026,B,B,True,0.865733,letra,0.700696,4
llama-3.2-1b,questao_52,2023,CH,0.57879,D,D,True,0.784725,letra,0.742788,4
llama-3.2-1b,questao_55,2023,CH,0.647028,B,D,False,0.473603,letra,0.796628,4
llama-3.2-1b,questao_56,2023,CH,0.720858,A,A,True,0.780759,letra,0.600895,4
llama-3.2-1b,questao_57,2023,CH,0.661738,A,E,False,0.438714,letra,0.409316,4
llama-3.2-1b,questao_58,2023,CH,0.662132,A,A,True,0.350114,letra,0.326246,4
llama-3.2-1b,questao_60,2023,CH,0.660226,A,E,False,0.267004,letra,0.419805,4
llama-3.2-1b,questao_61,2023,CH,0.76697,A,E,False,0.321751,letra,0.476663,4
llama-3.2-1b,questao_62,2023,CH,0.785601,B,C,False,0.462624,letra,0.743594,4
llama-3.2-1b,questao_63,2023,CH,0.765914,A,A,True,0.97402,letra,0.87202,4
llama-3.2-1b,questao_64,2023,CH,0.694408,B,B,True,0.922716,letra,0.566992,4
llama-3.2-1b,questao_65,2023,CH,0.933256,A,A,True,0.467362,letra,0.619114,4
llama-3.2-1b,questao_67,2023,CH,0.813103,B,B,True,0.683653,letra,0.74028,4
llama-3.2-1b,questao_68,2023,CH,0.826424,A,E,False,0.315938,letra,0.451988,4
llama-3.2-1b,questao_69,2023,CH,0.767381,A,A,True,0.948795,letra,0.637462,4
llama-3.2-1b,questao_70,2023,CH,0.87822,B,B,True,0.393171,letra,0.60877,4
llama-3.2-1b,questao_71,2023,CH,0.80316,A,A,True,0.491236,letra,0.472678,4
llama-3.2-1b,questao_72,2023,CH,0.73954,A,D,False,0.422013,letra,0.408137,4
llama-3.2-1b,questao_73,2023,CH,0.688151,A,E,False,0.345376,letra,0.476385,4
llama-3.2-1b,questao_74,2023,CH,0.677914,B,B,True,0.757684,letra,0.694549,4
llama-3.2-1b,questao_75,2023,CH,0.832004,B,A,False,0.33582,letra,0.597391,4
llama-3.2-1b,questao_76,2023,CH,0.915215,A,A,True,0.904943,letra,0.615048,4
llama-3.2-1b,questao_77,2023,CH,0.623594,B,B,True,0.985858,letra,0.903718,4
llama-3.2-1b,questao_78,2023,CH,0.560044,C,C,True,0.382898,letra,0.773099,4
llama-3.2-1b,questao_79,2023,CH,0.844646,A,D,False,0.670519,letra,0.572009,4
llama-3.2-1b,questao_80,2023,CH,0.683196,C,C,True,0.886348,letra,0.713212,4
llama-3.2-1b,questao_81,2023,CH,0.869904,A,A,True,0.324323,letra,0.514894,4
llama-3.2-1b,questao_83,2023,CH,0.67049,A,A,True,0.834723,letra,0.693511,4
llama-3.2-1b,questao_84,2023,CH,0.639476,A,D,False,0.294823,letra,0.391087,4
llama-3.2-1b,questao_85,2023,CH,0.36405,B,C,False,0.591334,letra,0.366466,4
llama-3.2-1b,questao_87,2023,CH,0.560997,A,A,True,0.601402,letra,0.573477,4
llama-3.2-1b,questao_88,2023,CH,0.528659,A,A,True,0.515582,letra,0.460967,4
llama-3.2-1b,questao_89,2023,CH,0.521464,D,D,True,0.416043,letra,0.488073,4
llama-3.2-1b,questao_90,2023,CH,0.449349,D,E,False,0.354013,letra,0.487786,4
llama-3.2-1b,questao_91,2023,CN,0.387897,A,C,False,0.326404,letra,0.526198,4
llama-3.2-1b,questao_93,2023,CN,0.58145,B,D,False,0.306891,letra,0.375114,4
llama-3.2-1b,questao_94,2023,CN,0.621239,C,A,False,0.318597,letra,0.310296,4
llama-3.2-1b,questao_96,2023,CN,0.852384,A,E,False,0.514914,letra,0.554529,4
llama-3.2-1b,questao_99,2023,CN,0.805323,B,E,False,0.329001,letra,0.417689,4
llama-3.2-1b,questao_102,2023,CN,0.833751,D,D,True,0.424063,letra,0.38195,4
llama-3.2-1b,questao_103,2023,CN,0.731422,D,B,False,0.329809,letra,0.609236,4
llama-3.2-1b,questao_105,2023,CN,0.879598,C,D,False,0.33899,letra,0.525934,4
llama-3.2-1b,questao_106,2023,CN,0.812876,C,C,True,0.246807,letra,0.318009,4
llama-3.2-1b,questao_107,2023,CN,0.831149,B,C,False,0.315947,letra,0.47493,4
llama-3.2-1b,questao_110,2023,CN,0.854885,B,B,True,0.683363,letra,0.529412,4
llama-3.2-1b,questao_112,2023,CN,0.878915,B,A,False,0.266502,letra,0.463183,4
llama-3.2-1b,questao_115,2023,CN,0.882885,D,A,False,0.351252,letra,0.546898,4
llama-3.2-1b,questao_116,2023,CN,0.913599,C,A,False,0.342662,letra,0.28686,4
llama-3.2-1b,questao_117,2023,CN,0.667058,A,C,False,0.508623,letra,0.440878,4
llama-3.2-1b,questao_118,2023,CN,0.860651,C,D,False,0.412472,letra,0.624852,4
llama-3.2-1b,questao_119,2023,CN,0.855609,A,D,False,0.87392,letra,0.578702,4
llama-3.2-1b,questao_121,2023,CN,0.901016,B,A,False,0.378024,letra,0.437337,4
llama-3.2-1b,questao_122,2023,CN,0.825754,A,C,False,0.670797,letra,0.611356,4
llama-3.2-1b,questao_123,2023,CN,0.877746,D,D,True,0.556483,letra,0.562886,4
llama-3.2-1b,questao_124,2023,CN,0.820892,E,B,False,0.401581,letra,0.522602,4
llama-3.2-1b,questao_125,2023,CN,0.733376,A,E,False,0.299129,letra,0.491769,4
llama-3.2-1b,questao_126,2023,CN,0.780963,C,A,False,0.270754,letra,0.366881,4
llama-3.2-1b,questao_127,2023,CN,0.767268,A,B,False,0.634039,letra,0.575614,4
llama-3.2-1b,questao_128,2023,CN,0.9136,C,D,False,0.504341,letra,0.841656,4
llama-3.2-1b,questao_129,2023,CN,0.740181,D,C,False,0.394419,letra,0.495094,4
llama-3.2-1b,questao_130,2023,CN,0.536764,A,D,False,0.527146,letra,0.440721,4
llama-3.2-1b,questao_131,2023,CN,0.240586,B,B,True,0.395188,letra,0.480148,4
llama-3.2-1b,questao_132,2023,CN,0.581572,A,E,False,0.361222,letra,0.479515,4
llama-3.2-1b,questao_133,2023,CN,0.935482,D,A,False,0.289586,letra,0.537379,4
llama-3.2-1b,questao_134,2023,CN,0.894049,C,B,False,0.368146,letra,0.35109,4
llama-3.2-1b,questao_135,2023,CN,0.793486,D,D,True,0.358295,letra,0.601969,4
llama-3.2-1b,questao_137,2023,MT,0.861744,B,B,True,0.320044,letra,0.54342,4
llama-3.2-1b,questao_140,2023,MT,0.534637,B,E,False,0.266218,letra,0.422062,4
llama-3.2-1b,questao_145,2023,MT,0.702728,B,D,False,0.271322,letra,0.399909,4
llama-3.2-1b,questao_146,2023,MT,0.929381,A,A,True,0.396915,letra,0.600984,4
llama-3.2-1b,questao_149,2023,MT,0.67768,A,C,False,0.271664,letra,0.448854,4
llama-3.2-1b,questao_151,2023,MT,0.746541,B,C,False,0.378243,letra,0.496702,4
llama-3.2-1b,questao_152,2023,MT,0.948798,C,C,True,0.297675,letra,0.668489,4
llama-3.2-1b,questao_153,2023,MT,0.810185,D,A,False,0.412461,letra,0.415981,4
llama-3.2-1b,questao_155,2023,MT,0.524219,D,B,False,0.384867,letra,0.353119,4
llama-3.2-1b,questao_156,2023,MT,0.924466,B,A,False,0.369758,letra,0.363541,4
llama-3.2-1b,questao_158,2023,MT,0.935345,D,D,True,0.443324,letra,0.634213,4
llama-3.2-1b,questao_160,2023,MT,0.92799,B,D,False,0.329093,letra,0.598383,4
llama-3.2-1b,questao_161,2023,MT,0.781954,B,D,False,0.330173,letra,0.61032,4
llama-3.2-1b,questao_162,2023,MT,0.915299,A,A,True,0.64962,letra,0.832064,4
llama-3.2-1b,questao_163,2023,MT,0.79327,D,E,False,0.319751,letra,0.608641,4
llama-3.2-1b,questao_165,2023,MT,0.797089,D,E,False,0.485024,letra,0.694084,4
llama-3.2-1b,questao_166,2023,MT,0.918496,D,A,False,0.432522,letra,0.66102,4
llama-3.2-1b,questao_167,2023,MT,0.821436,D,B,False,0.392312,letra,0.524963,4
llama-3.2-1b,questao_171,2023,MT,0.852829,A,D,False,0.397749,letra,0.638931,4
llama-3.2-1b,questao_173,2023,MT,0.762311,B,C,False,0.331374,letra,0.700665,4
llama-3.2-1b,questao_174,2023,MT,0.874264,B,A,False,0.26267,letra,0.489825,4
llama-3.2-1b,questao_175,2023,MT,0.879221,B,D,False,0.405059,letra,0.458974,4
llama-3.2-1b,questao_178,2023,MT,0.823268,B,C,False,0.465207,letra,0.463575,4
llama-3.2-1b,questao_180,2023,MT,0.892053,B,B,True,0.310184,letra,0.390335,4
llama-3.2-1b,questao_01,2024,LC,0.692284,A,A,True,0.873673,letra,0.80417,4
llama-3.2-1b,questao_05,2024,LC,0.661637,B,A,False,0.298325,letra,0.382691,4
llama-3.2-1b,questao_06,2024,LC,0.834939,B,C,False,0.630541,letra,0.751259,4
llama-3.2-1b,questao_07,2024,LC,0.597911,B,B,True,0.570314,letra,0.633649,4
llama-3.2-1b,questao_08,2024,LC,0.578803,B,E,False,0.787373,letra,0.7526,4
llama-3.2-1b,questao_09,2024,LC,0.693618,A,D,False,0.405155,letra,0.33731,4
llama-3.2-1b,questao_10,2024,LC,0.509416,A,A,True,0.438515,letra,0.398809,4
llama-3.2-1b,questao_11,2024,LC,0.470009,D,D,True,0.489489,letra,0.786378,4
llama-3.2-1b,questao_13,2024,LC,0.51153,E,E,True,0.68736,letra,0.729322,4
llama-3.2-1b,questao_14,2024,LC,0.497638,B,B,True,0.294428,letra,0.734769,4
llama-3.2-1b,questao_15,2024,LC,0.403749,D,D,True,0.392715,letra,0.543167,4
llama-3.2-1b,questao_17,2024,LC,0.708273,B,B,True,0.916997,letra,0.758459,4
llama-3.2-1b,questao_19,2024,LC,0.774708,B,B,True,0.941334,letra,0.892798,4
llama-3.2-1b,questao_20,2024,LC,0.406479,E,B,False,0.46716,letra,0.832974,4
llama-3.2-1b,questao_21,2024,LC,0.677252,C,C,True,0.670601,letra,0.816618,4
llama-3.2-1b,questao_22,2024,LC,0.800214,B,E,False,0.502119,letra,0.704974,4
llama-3.2-1b,questao_24,2024,LC,0.860324,B,C,False,0.70025,letra,0.686437,4
llama-3.2-1b,questao_25,2024,LC,0.705995,B,B,True,0.334047,letra,0.625771,4
llama-3.2-1b,questao_26,2024,LC,0.793942,A,D,False,0.376513,letra,0.477113,4
llama-3.2-1b,questao_28,2024,LC,0.887701,A,B,False,0.251956,letra,0.340067,4
llama-3.2-1b,questao_29,2024,LC,0.80011,A,A,True,0.307537,letra,0.388928,4
llama-3.2-1b,questao_30,2024,LC,0.730021,D,D,True,0.332716,letra,0.523617,4
llama-3.2-1b,questao_31,2024,LC,0.734799,C,D,False,0.458147,letra,0.612707,4
llama-3.2-1b,questao_32,2024,LC,0.673857,C,D,False,0.461928,letra,0.644377,4
llama-3.2-1b,questao_33,2024,LC,0.582601,B,C,False,0.510309,letra,0.657044,4
llama-3.2-1b,questao_34,2024,LC,0.613534,B,B,True,0.972371,letra,0.564653,4
llama-3.2-1b,questao_35,2024,LC,0.648121,D,D,True,0.905712,letra,0.83163,4
llama-3.2-1b,questao_36,2024,LC,0.491961,C,E,False,0.536808,letra,0.813821,4
llama-3.2-1b,questao_37,2024,LC,0.574247,D,D,True,0.746778,letra,0.656467,4
